gsId,name,type,gradeRange,enrollment,gsRating,parentRating,city,state,districtId,district,districtNCESId,address,phone,fax,website,ncesId,lat,lon,overviewLink,ratingsLink,reviewsLink,distance,schoolStatsLink
131,Park Elementary School,public,K-6,580.0,3.0,3.0,Hayward,CA,9,Hayward Unified School District,616740,"411 Larchmont Street, 
Hayward, CA  94540",(510) 293-8515,(510) 782-3875,https://prk-haywardusd-ca.schoolloop.com/,61674002127.0,37.652935,-122.09406000000001,https://www.greatschools.org/california/hayward/131-Park-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/hayward/131-Park-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/hayward/131-Park-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,2.64,https://www.greatschools.org/california/hayward/131-Park-Elementary-School/?utm_source=GSAPI&utm_medium=referral
132,Ruus Elementary School,public,K-6,568.0,3.0,4.0,Hayward,CA,9,Hayward Unified School District,616740,"28027 Dickens Avenue, 
Hayward, CA  94540",(510) 723-3885,(510) 783-2536,https://rus-haywardusd-ca.schoolloop.com/,61674002129.0,37.627365000000005,-122.07363000000001,https://www.greatschools.org/california/hayward/132-Ruus-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/hayward/132-Ruus-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/hayward/132-Ruus-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,2.77,https://www.greatschools.org/california/hayward/132-Ruus-Elementary-School/?utm_source=GSAPI&utm_medium=referral
133,Schafer Park Elementary School,public,K-6,735.0,5.0,3.0,Hayward,CA,9,Hayward Unified School District,616740,"26268 Flamingo Avenue, 
Hayward, CA  94544",(510) 723-3895,(510) 783-2532,https://spk-haywardusd-ca.schoolloop.com/,61674002130.0,37.642918,-122.08734,https://www.greatschools.org/california/hayward/133-Schafer-Park-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/hayward/133-Schafer-Park-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/hayward/133-Schafer-Park-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,2.35,https://www.greatschools.org/california/hayward/133-Schafer-Park-Elementary-School/?utm_source=GSAPI&utm_medium=referral
135,Southgate Elementary School,public,K-6,687.0,7.0,4.0,Hayward,CA,9,Hayward Unified School District,616740,"26601 Calaroga Avenue, 
Hayward, CA  94545",(510) 723-3905,(510) 781-0840,https://sgt-haywardusd-ca.schoolloop.com/,61674002132.0,37.63905,-122.09443999999999,https://www.greatschools.org/california/hayward/135-Southgate-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/hayward/135-Southgate-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/hayward/135-Southgate-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,2.6,https://www.greatschools.org/california/hayward/135-Southgate-Elementary-School/?utm_source=GSAPI&utm_medium=referral
136,Strobridge Elementary School,public,K-6,598.0,2.0,3.0,Castro Valley,CA,9,Hayward Unified School District,616740,"21400 Bedford Drive, 
Castro Valley, CA  94546",(510) 723-3915,(510) 582-8566,http://str-haywardusd-ca.schoolloop.com/,61674008855.0,37.687490000000004,-122.08746000000001,https://www.greatschools.org/california/castro-valley/136-Strobridge-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/castro-valley/136-Strobridge-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/castro-valley/136-Strobridge-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,2.33,https://www.greatschools.org/california/castro-valley/136-Strobridge-Elementary-School/?utm_source=GSAPI&utm_medium=referral
137,Tennyson High School,public,9-12,1294.0,2.0,3.0,Hayward,CA,9,Hayward Unified School District,616740,"27035 Whitman Road, 
Hayward, CA  94544",(510) 723-3190,(510) 582-0964,,61674002135.0,37.642548,-122.06596,https://www.greatschools.org/california/hayward/137-Tennyson-High-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/hayward/137-Tennyson-High-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/hayward/137-Tennyson-High-School/?utm_source=GSAPI&utm_medium=referral#Reviews,1.4,https://www.greatschools.org/california/hayward/137-Tennyson-High-School/?utm_source=GSAPI&utm_medium=referral
138,Treeview Elementary,public,K-6,507.0,3.0,4.0,Hayward,CA,9,Hayward Unified School District,616740,"30565 Treeview Street, 
Hayward, CA  94544",(510) 723-3925,(510) 489-1211,,61674002136.0,37.624165000000005,-122.03657,https://www.greatschools.org/california/hayward/138-Treeview-Elementary/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/hayward/138-Treeview-Elementary/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/hayward/138-Treeview-Elementary/?utm_source=GSAPI&utm_medium=referral#Reviews,2.23,https://www.greatschools.org/california/hayward/138-Treeview-Elementary/?utm_source=GSAPI&utm_medium=referral
139,Tyrrell Elementary School,public,K-6,735.0,3.0,3.0,Hayward,CA,9,Hayward Unified School District,616740,"27000 Tyrrell Avenue, 
Hayward, CA  94540",(510) 723-3935,(510) 783-2352,http://tyr-haywardusd-ca.schoolloop.com/,61674008146.0,37.6374,-122.07543000000001,https://www.greatschools.org/california/hayward/139-Tyrrell-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/hayward/139-Tyrrell-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/hayward/139-Tyrrell-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,3.4,https://www.greatschools.org/california/hayward/139-Tyrrell-Elementary-School/?utm_source=GSAPI&utm_medium=referral
140,Winton Middle School,public,7-8,529.0,4.0,3.0,Hayward,CA,9,Hayward Unified School District,616740,"119 Winton Avenue, 
Hayward, CA  94540",(510) 723-3140,(510) 733-9043,https://win-haywardusd-ca.schoolloop.com/,61674002137.0,37.660346999999994,-122.09095,https://www.greatschools.org/california/hayward/140-Winton-Middle-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/hayward/140-Winton-Middle-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/hayward/140-Winton-Middle-School/?utm_source=GSAPI&utm_medium=referral#Reviews,4.95,https://www.greatschools.org/california/hayward/140-Winton-Middle-School/?utm_source=GSAPI&utm_medium=referral
143,Arroyo Seco Elementary School,public,K-5,630.0,6.0,4.0,Livermore,CA,10,Livermore Valley Joint Unified School District,622110,"5280 Irene Way, 
Livermore, CA  94550",(925) 606-4700,(925) 606-3427,http://seco.schoolloop.com/,62211002620.0,37.68367,-121.72854,https://www.greatschools.org/california/livermore/143-Arroyo-Seco-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/livermore/143-Arroyo-Seco-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/livermore/143-Arroyo-Seco-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,3.66,https://www.greatschools.org/california/livermore/143-Arroyo-Seco-Elementary-School/?utm_source=GSAPI&utm_medium=referral
144,Andrew N. Christensen Middle School,public,6-8,615.0,7.0,4.0,Livermore,CA,10,Livermore Valley Joint Unified School District,622110,"5757 Haggin Oaks Avenue, 
Livermore, CA  94551",(925) 606-4702,(925) 606-4705,http://chms.schoolloop.com/,62211002618.0,37.726490000000005,-121.72851999999999,https://www.greatschools.org/california/livermore/144-Andrew-N.-Christensen-Middle-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/livermore/144-Andrew-N.-Christensen-Middle-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/livermore/144-Andrew-N.-Christensen-Middle-School/?utm_source=GSAPI&utm_medium=referral#Reviews,3.78,https://www.greatschools.org/california/livermore/144-Andrew-N.-Christensen-Middle-School/?utm_source=GSAPI&utm_medium=referral
145,Leo R. Croce Elementary School,public,PK-5,594.0,4.0,4.0,Livermore,CA,10,Livermore Valley Joint Unified School District,622110,"5650 Scenic Avenue, 
Livermore, CA  94551",(925) 606-4706,(925) 606-4708,http://croce.schoolloop.com/,62211000052.0,37.717068,-121.72833,https://www.greatschools.org/california/livermore/145-Leo-R.-Croce-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/livermore/145-Leo-R.-Croce-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/livermore/145-Leo-R.-Croce-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,4.15,https://www.greatschools.org/california/livermore/145-Leo-R.-Croce-Elementary-School/?utm_source=GSAPI&utm_medium=referral
147,East Avenue Middle School,public,6-8,624.0,6.0,4.0,Livermore,CA,10,Livermore Valley Joint Unified School District,622110,"3951 East Avenue, 
Livermore, CA  94550",(925) 606-4711,(925) 606-4763,http://eams.schoolloop.com/,62211002623.0,37.67982,-121.75005,https://www.greatschools.org/california/livermore/147-East-Avenue-Middle-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/livermore/147-East-Avenue-Middle-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/livermore/147-East-Avenue-Middle-School/?utm_source=GSAPI&utm_medium=referral#Reviews,4.56,https://www.greatschools.org/california/livermore/147-East-Avenue-Middle-School/?utm_source=GSAPI&utm_medium=referral
148,Granada High School,public,9-12,2059.0,8.0,4.0,Livermore,CA,10,Livermore Valley Joint Unified School District,622110,"400 Wall Street, 
Livermore, CA  94550",(925) 606-4800,(925) 606-4808,www.granadahs.schoolloop.com/,62211002626.0,37.675205,-121.78983999999998,https://www.greatschools.org/california/livermore/148-Granada-High-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/livermore/148-Granada-High-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/livermore/148-Granada-High-School/?utm_source=GSAPI&utm_medium=referral#Reviews,4.81,https://www.greatschools.org/california/livermore/148-Granada-High-School/?utm_source=GSAPI&utm_medium=referral
149,Jackson Avenue Elementary School,public,K-5,501.0,6.0,4.0,Livermore,CA,10,Livermore Valley Joint Unified School District,622110,"554 Jackson Avenue, 
Livermore, CA  94550",(925) 606-4717,(925) 606-4766,http://jackson.schoolloop.com/,62211002627.0,37.68492,-121.74262,https://www.greatschools.org/california/livermore/149-Jackson-Avenue-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/livermore/149-Jackson-Avenue-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/livermore/149-Jackson-Avenue-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,4.36,https://www.greatschools.org/california/livermore/149-Jackson-Avenue-Elementary-School/?utm_source=GSAPI&utm_medium=referral
152,Marylin Avenue Elementary School,public,K-5,442.0,4.0,4.0,Livermore,CA,10,Livermore Valley Joint Unified School District,622110,"800 Marylin Avenue, 
Livermore, CA  94551",(925) 606-4724,(925) 606-4730,http://marylin.schoolloop.com/,62211002631.0,37.683865000000004,-121.78603000000001,https://www.greatschools.org/california/livermore/152-Marylin-Avenue-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/livermore/152-Marylin-Avenue-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/livermore/152-Marylin-Avenue-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,4.86,https://www.greatschools.org/california/livermore/152-Marylin-Avenue-Elementary-School/?utm_source=GSAPI&utm_medium=referral
153,William Mendenhall Middle School,public,6-8,948.0,8.0,4.0,Livermore,CA,10,Livermore Valley Joint Unified School District,622110,"1701 El Padro Drive, 
Livermore, CA  94550",(925) 606-4731,(925) 606-4737,http://mendenhall.schoolloop.com/,62211002636.0,37.664505,-121.79221000000001,https://www.greatschools.org/california/livermore/153-William-Mendenhall-Middle-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/livermore/153-William-Mendenhall-Middle-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/livermore/153-William-Mendenhall-Middle-School/?utm_source=GSAPI&utm_medium=referral#Reviews,4.4,https://www.greatschools.org/california/livermore/153-William-Mendenhall-Middle-School/?utm_source=GSAPI&utm_medium=referral
154,Joe Michell K-8 School,public,K-8,645.0,6.0,4.0,Livermore,CA,10,Livermore Valley Joint Unified School District,622110,"1001 Elaine Avenue, 
Livermore, CA  94550",(925) 606-4738,(925) 606-3349,http://joemichell.schoolloop.com/,62211002628.0,37.669567,-121.7835,https://www.greatschools.org/california/livermore/154-Joe-Michell-K-8-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/livermore/154-Joe-Michell-K-8-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/livermore/154-Joe-Michell-K-8-School/?utm_source=GSAPI&utm_medium=referral#Reviews,4.97,https://www.greatschools.org/california/livermore/154-Joe-Michell-K-8-School/?utm_source=GSAPI&utm_medium=referral
156,Junction Avenue K-8 School,public,K-8,836.0,4.0,5.0,Livermore,CA,10,Livermore Valley Joint Unified School District,622110,"298 Junction Avenue, 
Livermore, CA  94551",(925) 606-4720,(925) 606-4747,http://jams.schoolloop.com/,62211002622.0,37.687022999999996,-121.76704,https://www.greatschools.org/california/livermore/156-Junction-Avenue-K-8-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/livermore/156-Junction-Avenue-K-8-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/livermore/156-Junction-Avenue-K-8-School/?utm_source=GSAPI&utm_medium=referral#Reviews,4.78,https://www.greatschools.org/california/livermore/156-Junction-Avenue-K-8-School/?utm_source=GSAPI&utm_medium=referral
157,Rancho Las Positas Elementary School,public,K-5,542.0,6.0,5.0,Livermore,CA,10,Livermore Valley Joint Unified School District,622110,"401 East Jack London Boulevard, 
Livermore, CA  94551",(925) 606-4748,(925) 606-3346,http://rancho.schoolloop.com/,62211002632.0,37.688957,-121.80426999999999,https://www.greatschools.org/california/livermore/157-Rancho-Las-Positas-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/livermore/157-Rancho-Las-Positas-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/livermore/157-Rancho-Las-Positas-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,4.59,https://www.greatschools.org/california/livermore/157-Rancho-Las-Positas-Elementary-School/?utm_source=GSAPI&utm_medium=referral
158,Emma C. Smith Elementary School,public,K-5,735.0,8.0,4.0,Livermore,CA,10,Livermore Valley Joint Unified School District,622110,"391 Ontario Drive, 
Livermore, CA  94550",(925) 606-4750,(925) 606-3330,http://smith.schoolloop.com/,62211002624.0,37.667168,-121.7964,https://www.greatschools.org/california/livermore/158-Emma-C.-Smith-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/livermore/158-Emma-C.-Smith-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/livermore/158-Emma-C.-Smith-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,4.25,https://www.greatschools.org/california/livermore/158-Emma-C.-Smith-Elementary-School/?utm_source=GSAPI&utm_medium=referral
160,Mountain House Elementary School,public,K-8,19.0,,3.0,Byron,CA,11,Mountain House Elementary School District,626130,"3950 Mountain House Road, 
Byron, CA  94514",(209) 835-2283,(209) 832-0284,www.mtnhouse.k12.ca.us,62613003910.0,37.787243,-121.57728999999999,https://www.greatschools.org/california/byron/160-Mountain-House-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/byron/160-Mountain-House-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/byron/160-Mountain-House-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,3.71,https://www.greatschools.org/california/byron/160-Mountain-House-Elementary-School/?utm_source=GSAPI&utm_medium=referral
161,Alvarado Elementary School,public,K-5,839.0,6.0,3.0,Union City,CA,12,New Haven Unified School District,626910,"31100 Fredi Street, 
Union City, CA  94587",(510) 471-1039,(510) 471-9414,http://www.aesweb.nhusd.k12.ca.us,62691004065.0,37.595622999999996,-122.07693,https://www.greatschools.org/california/union-city/161-Alvarado-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/union-city/161-Alvarado-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/union-city/161-Alvarado-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,1.82,https://www.greatschools.org/california/union-city/161-Alvarado-Elementary-School/?utm_source=GSAPI&utm_medium=referral
162,Alvarado Middle School,public,6-8,1400.0,6.0,4.0,Union City,CA,12,New Haven Unified School District,626910,"31604 Alvarado Boulevard, 
Union City, CA  94587",(510) 489-0700,(510) 475-3936,www.nhusd.k12.ca.us/ams/index.html,62691004066.0,37.591747,-122.08036000000001,https://www.greatschools.org/california/union-city/162-Alvarado-Middle-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/union-city/162-Alvarado-Middle-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/union-city/162-Alvarado-Middle-School/?utm_source=GSAPI&utm_medium=referral#Reviews,2.87,https://www.greatschools.org/california/union-city/162-Alvarado-Middle-School/?utm_source=GSAPI&utm_medium=referral
165,Cesar Chavez Middle School,public,6-8,1284.0,3.0,4.0,Union City,CA,12,New Haven Unified School District,626910,"2801 Hop Ranch Road, 
Union City, CA  94587",(510) 471-1700,(510) 471-8372,www.nhusd.k12.ca.us,62691004073.0,37.59019,-122.04735,https://www.greatschools.org/california/union-city/165-Cesar-Chavez-Middle-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/union-city/165-Cesar-Chavez-Middle-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/union-city/165-Cesar-Chavez-Middle-School/?utm_source=GSAPI&utm_medium=referral#Reviews,2.56,https://www.greatschools.org/california/union-city/165-Cesar-Chavez-Middle-School/?utm_source=GSAPI&utm_medium=referral
168,Hillview Crest Elementary School,public,K-5,604.0,3.0,3.0,Hayward,CA,12,New Haven Unified School District,626910,"31410 Wheelon Avenue, 
Hayward, CA  94544",(510) 471-5720,(510) 471-1436,http://hvcweb.nhusd.k12.ca.us/,62691004071.0,37.61436,-122.03627,https://www.greatschools.org/california/hayward/168-Hillview-Crest-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/hayward/168-Hillview-Crest-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/hayward/168-Hillview-Crest-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,4.52,https://www.greatschools.org/california/hayward/168-Hillview-Crest-Elementary-School/?utm_source=GSAPI&utm_medium=referral
169,Tom Kitayama Elementary School,public,K-5,876.0,6.0,5.0,Union City,CA,12,New Haven Unified School District,626910,"1959 Sunsprite Drive, 
Union City, CA  94587",(510) 475-3982,,http://kitweb.nhusd.k12.ca.us/,62691007480.0,37.601467,-122.04978999999999,https://www.greatschools.org/california/union-city/169-Tom-Kitayama-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/union-city/169-Tom-Kitayama-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/union-city/169-Tom-Kitayama-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,1.78,https://www.greatschools.org/california/union-city/169-Tom-Kitayama-Elementary-School/?utm_source=GSAPI&utm_medium=referral
170,James Logan high school,public,9-12,3900.0,7.0,4.0,Union City,CA,12,New Haven Unified School District,626910,"1800 H Street, 
Union City, CA  94587",(510) 471-2520,(510) 471-0514,http://www.jameslogan.org/,62691004072.0,37.592495,-122.02604,https://www.greatschools.org/california/union-city/170-James-Logan-High-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/union-city/170-James-Logan-High-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/union-city/170-James-Logan-High-School/?utm_source=GSAPI&utm_medium=referral#Reviews,1.01,https://www.greatschools.org/california/union-city/170-James-Logan-High-School/?utm_source=GSAPI&utm_medium=referral
171,Pioneer Elementary School,public,K-5,838.0,5.0,4.0,Union City,CA,12,New Haven Unified School District,626910,"32737 Bel Aire Street, 
Union City, CA  94587",(510) 487-4530,(510) 487-0313,www.mynhusd.org/,62691007795.0,37.572075,-122.07167,https://www.greatschools.org/california/union-city/171-Pioneer-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/union-city/171-Pioneer-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/union-city/171-Pioneer-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,4.44,https://www.greatschools.org/california/union-city/171-Pioneer-Elementary-School/?utm_source=GSAPI&utm_medium=referral
172,Searles Elementary School,public,K-5,699.0,3.0,4.0,Union City,CA,12,New Haven Unified School District,626910,"33629 15th Street, 
Union City, CA  94587",(510) 471-2772,(510) 471-8420,http://www.nhusd.k12.ca.us/searles/searles.html,62691004074.0,37.596059999999994,-122.02717,https://www.greatschools.org/california/union-city/172-Searles-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/union-city/172-Searles-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/union-city/172-Searles-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,2.4,https://www.greatschools.org/california/union-city/172-Searles-Elementary-School/?utm_source=GSAPI&utm_medium=referral
173,Bridgepoint High (Continuation) School,public,9-12,76.0,,5.0,Newark,CA,13,Newark Unified School District,627060,"35753 Cedar Boulevard, 
Newark, CA  94560",(510) 818-3200,,www.newarkunified.org,62706004080.0,37.550556,-122.03778999999999,https://www.greatschools.org/california/newark/173-Bridgepoint-High-(Continuation)-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/newark/173-Bridgepoint-High-(Continuation)-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/newark/173-Bridgepoint-High-(Continuation)-School/?utm_source=GSAPI&utm_medium=referral#Reviews,2.28,https://www.greatschools.org/california/newark/173-Bridgepoint-High-(Continuation)-School/?utm_source=GSAPI&utm_medium=referral
174,Birch Grove Primary,public,K-6,400.0,,4.0,Newark,CA,13,Newark Unified School District,627060,"6071 Smith Avenue, 
Newark, CA  94560",(510) 818-3100,(510) 792-5624,www.newarkunified.org,62706004079.0,37.529247,-122.01508000000001,https://www.greatschools.org/california/newark/174-Birch-Grove-Primary/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/newark/174-Birch-Grove-Primary/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/newark/174-Birch-Grove-Primary/?utm_source=GSAPI&utm_medium=referral#Reviews,3.29,https://www.greatschools.org/california/newark/174-Birch-Grove-Primary/?utm_source=GSAPI&utm_medium=referral
175,James A. Graham Elementary School,public,K-6,404.0,3.0,3.0,Newark,CA,13,Newark Unified School District,627060,"36270 Cherry Street, 
Newark, CA  94560",(510) 818-3300,(510) 494-0582,www.newarkunified.org,62706004081.0,37.538506,-122.04239,https://www.greatschools.org/california/newark/175-James-A.-Graham-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/newark/175-James-A.-Graham-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/newark/175-James-A.-Graham-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,2.1,https://www.greatschools.org/california/newark/175-James-A.-Graham-Elementary-School/?utm_source=GSAPI&utm_medium=referral
176,John F. Kennedy Elementary School,public,K-6,348.0,6.0,4.0,Newark,CA,13,Newark Unified School District,627060,"35430 Blackburn Drive, 
Newark, CA  94560",(510) 818-3400,(510) 793-1579,www.newarkunified.org,62706004082.0,37.55167,-122.04247,https://www.greatschools.org/california/newark/176-John-F.-Kennedy-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/newark/176-John-F.-Kennedy-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/newark/176-John-F.-Kennedy-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,4.01,https://www.greatschools.org/california/newark/176-John-F.-Kennedy-Elementary-School/?utm_source=GSAPI&utm_medium=referral
177,Lincoln Elementary School,public,K-6,404.0,8.0,4.0,Newark,CA,13,Newark Unified School District,627060,"36111 Bettencourt Street, 
Newark, CA  94560",(510) 818-3500,(510) 793-3446,www.newarkunified.org,62706004083.0,37.53589,-122.05195,https://www.greatschools.org/california/newark/177-Lincoln-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/newark/177-Lincoln-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/newark/177-Lincoln-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,3.28,https://www.greatschools.org/california/newark/177-Lincoln-Elementary-School/?utm_source=GSAPI&utm_medium=referral
178,Birch Grove Intermediate,public,3-6,475.0,6.0,3.0,Newark,CA,13,Newark Unified School District,627060,"37490 Birch Street, 
Newark, CA  94560",(510) 818-3600,(510) 793-2437,www.newarkunified.org,62706004086.0,37.533966,-122.02246000000001,https://www.greatschools.org/california/newark/178-Birch-Grove-Intermediate/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/newark/178-Birch-Grove-Intermediate/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/newark/178-Birch-Grove-Intermediate/?utm_source=GSAPI&utm_medium=referral#Reviews,3.81,https://www.greatschools.org/california/newark/178-Birch-Grove-Intermediate/?utm_source=GSAPI&utm_medium=referral
179,E. L. Musick Elementary School,public,K-6,299.0,4.0,3.0,Newark,CA,13,Newark Unified School District,627060,"5735 Musick Avenue, 
Newark, CA  94560",(510) 818-4000,(510) 791-5792,www.newarkunified.org,62706004087.0,37.542294,-122.03169,https://www.greatschools.org/california/newark/179-E.-L.-Musick-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/newark/179-E.-L.-Musick-Elementary-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/newark/179-E.-L.-Musick-Elementary-School/?utm_source=GSAPI&utm_medium=referral#Reviews,4.56,https://www.greatschools.org/california/newark/179-E.-L.-Musick-Elementary-School/?utm_source=GSAPI&utm_medium=referral
180,Newark Memorial High School,public,9-12,1767.0,6.0,3.0,Newark,CA,13,Newark Unified School District,627060,"39375 Cedar Boulevard, 
Newark, CA  94560",(510) 818-4300,(510) 794-2120,www.newarkunified.org,62706004085.0,37.522095,-122.00175,https://www.greatschools.org/california/newark/180-Newark-Memorial-High-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/newark/180-Newark-Memorial-High-School/?utm_source=GSAPI&utm_medium=referral,https://www.greatschools.org/california/newark/180-Newark-Memorial-High-School/?utm_source=GSAPI&utm_medium=referral#Reviews,2.93,https://www.greatschools.org/california/newark/180-Newark-Memorial-High-School/?utm_source=GSAPI&utm_medium=referral
