CountryCode,SeriesCode,Year,DESCRIPTION
USA,SE.PRM.PRIV.ZS,YR2000,Country data
USA,SE.PRM.PRIV.ZS,YR2001,Country data
USA,SE.PRM.PRIV.ZS,YR2002,Country data
USA,SE.PRM.PRIV.ZS,YR2003,Country data
USA,SE.PRM.PRIV.ZS,YR2004,Country data
USA,SE.PRM.PRIV.ZS,YR2005,Country data
USA,SE.PRM.PRIV.ZS,YR2006,Country data
USA,SE.PRM.PRIV.ZS,YR2007,Country data
USA,SE.PRM.PRIV.ZS,YR2008,Country data
USA,SE.PRM.PRIV.ZS,YR2009,Country data
USA,SE.PRM.PRIV.ZS,YR2010,Country data
USA,SE.PRM.REPT.FE.ZS,YR1998,Estimated
USA,SE.PRM.REPT.MA.ZS,YR1998,Estimated
USA,SE.PRM.REPT.ZS,YR1998,Estimated
USA,SE.PRM.TCHR,YR1999,Country data
USA,SE.PRM.TCHR,YR2000,Country data
USA,SE.PRM.TCHR,YR2001,Country data
USA,SE.PRM.TCHR,YR2002,Country data
USA,SE.PRM.TCHR,YR2003,Country data
USA,SE.PRM.TCHR,YR2004,Country data
USA,SE.PRM.TCHR,YR2005,Country data
USA,SE.PRM.TCHR,YR2006,Country data
USA,SE.PRM.TCHR,YR2007,Country data
USA,SE.PRM.TCHR,YR2008,Country data
USA,SE.PRM.TCHR,YR2009,Country data
USA,SE.PRM.TCHR,YR2010,Country data
USA,SE.PRM.TCHR.FE,YR1993,Country estimation.
USA,SE.PRM.TCHR.FE,YR1995,Country estimation.
USA,SE.PRM.TCHR.FE,YR2003,Country estimation.
USA,SE.PRM.TCHR.FE,YR2005,Country estimation.
USA,SE.PRM.TCHR.FE.ZS,YR1999,Country data
USA,SE.PRM.TCHR.FE.ZS,YR2000,Country data
USA,SE.PRM.TCHR.FE.ZS,YR2001,Country data
USA,SE.PRM.TCHR.FE.ZS,YR2002,Country data
USA,SE.PRM.TCHR.FE.ZS,YR2003,Country data
USA,SE.PRM.TCHR.FE.ZS,YR2004,Country data
USA,SE.PRM.TCHR.FE.ZS,YR2005,Country data
USA,SE.PRM.TCHR.FE.ZS,YR2006,Country data
USA,SE.PRM.TCHR.FE.ZS,YR2007,Country data
USA,SE.PRM.TCHR.FE.ZS,YR2008,Country data
USA,SE.PRM.TCHR.FE.ZS,YR2009,Country data
USA,SE.PRM.TCHR.FE.ZS,YR2010,Country data
USA,SE.PRM.UNER,YR1999,Country data
USA,SE.PRM.UNER,YR2000,Country data
USA,SE.PRM.UNER,YR2001,Country data
USA,SE.PRM.UNER,YR2002,Country data
USA,SE.PRM.UNER,YR2003,Country data
USA,SE.PRM.UNER,YR2004,Country data
USA,SE.PRM.UNER,YR2005,Country data
USA,SE.PRM.UNER,YR2006,Country data
USA,SE.PRM.UNER,YR2007,Country data
USA,SE.PRM.UNER,YR2008,Country data
USA,SE.PRM.UNER,YR2009,Country data
USA,SE.PRM.UNER,YR2010,Country data
USA,SE.PRM.UNER.FE,YR2000,Country data
USA,SE.PRM.UNER.FE,YR2001,Country data
USA,SE.PRM.UNER.FE,YR2002,Country data
USA,SE.PRM.UNER.FE,YR2003,Country data
USA,SE.PRM.UNER.FE,YR2005,Country data
USA,SE.PRM.UNER.FE,YR2006,Country data
USA,SE.PRM.UNER.FE,YR2007,Country data
USA,SE.PRM.UNER.FE,YR2008,Country data
USA,SE.PRM.UNER.FE,YR2009,Country data
USA,SE.PRM.UNER.FE,YR2010,Country data
USA,SE.PRM.UNER.MA,YR2000,Country data
USA,SE.PRM.UNER.MA,YR2001,Country data
USA,SE.PRM.UNER.MA,YR2002,Country data
USA,SE.PRM.UNER.MA,YR2003,Country data
USA,SE.PRM.UNER.MA,YR2005,Country data
USA,SE.PRM.UNER.MA,YR2006,Country data
USA,SE.PRM.UNER.MA,YR2007,Country data
USA,SE.PRM.UNER.MA,YR2008,Country data
USA,SE.PRM.UNER.MA,YR2009,Country data
USA,SE.PRM.UNER.MA,YR2010,Country data
USA,SE.SCH.LIFE,YR1999,Country data
USA,SE.SCH.LIFE,YR2000,Country data
USA,SE.SCH.LIFE,YR2001,Country data
USA,SE.SCH.LIFE,YR2003,Country data
USA,SE.SCH.LIFE,YR2004,Country data
USA,SE.SCH.LIFE,YR2005,Country data
USA,SE.SCH.LIFE,YR2006,Country data
USA,SE.SCH.LIFE,YR2007,Country data
USA,SE.SCH.LIFE,YR2008,Country data
USA,SE.SCH.LIFE,YR2009,Country data
USA,SE.SCH.LIFE,YR2010,Country data
USA,SE.SCH.LIFE.FE,YR2000,Country data
USA,SE.SCH.LIFE.FE,YR2001,Country data
USA,SE.SCH.LIFE.FE,YR2003,Country data
USA,SE.SCH.LIFE.FE,YR2005,Country data
USA,SE.SCH.LIFE.FE,YR2006,Country data
USA,SE.SCH.LIFE.FE,YR2007,Country data
USA,SE.SCH.LIFE.FE,YR2008,Country data
USA,SE.SCH.LIFE.FE,YR2009,Country data
USA,SE.SCH.LIFE.FE,YR2010,Country data
USA,SE.SCH.LIFE.MA,YR2000,Country data
USA,SE.SCH.LIFE.MA,YR2001,Country data
USA,SE.SCH.LIFE.MA,YR2003,Country data
USA,SE.SCH.LIFE.MA,YR2005,Country data
USA,SE.SCH.LIFE.MA,YR2006,Country data
USA,SE.SCH.LIFE.MA,YR2007,Country data
USA,SE.SCH.LIFE.MA,YR2008,Country data
USA,SE.SCH.LIFE.MA,YR2009,Country data
USA,SE.SCH.LIFE.MA,YR2010,Country data
USA,SE.SEC.AGES,YR1999,Country data
USA,SE.SEC.AGES,YR2000,Country data
USA,SE.SEC.AGES,YR2001,Country data
USA,SE.SEC.AGES,YR2002,Country data
USA,SE.SEC.AGES,YR2003,Country data
USA,SE.SEC.AGES,YR2004,Country data
USA,SE.SEC.AGES,YR2005,Country data
USA,SE.SEC.AGES,YR2006,Country data
USA,SE.SEC.AGES,YR2007,Country data
USA,SE.SEC.AGES,YR2008,Country data
USA,SE.SEC.AGES,YR2009,Country data
USA,SE.SEC.AGES,YR2010,Country data
USA,SE.SEC.AGES,YR2011,Country data
USA,SE.SEC.AGES,YR2012,Country data
USA,SE.SEC.DURS,YR1999,Country data
USA,SE.SEC.DURS,YR2000,Country data
USA,SE.SEC.DURS,YR2001,Country data
USA,SE.SEC.DURS,YR2002,Country data
USA,SE.SEC.DURS,YR2003,Country data
USA,SE.SEC.DURS,YR2004,Country data
USA,SE.SEC.DURS,YR2005,Country data
USA,SE.SEC.DURS,YR2006,Country data
USA,SE.SEC.DURS,YR2007,Country data
USA,SE.SEC.DURS,YR2008,Country data
USA,SE.SEC.DURS,YR2009,Country data
USA,SE.SEC.DURS,YR2010,Country data
USA,SE.SEC.DURS,YR2011,Country data
USA,SE.SEC.DURS,YR2012,Country data
USA,SE.SEC.ENRL,YR1999,Country data
USA,SE.SEC.ENRL,YR2000,Country data
USA,SE.SEC.ENRL,YR2001,Country data
USA,SE.SEC.ENRL,YR2002,Country data
USA,SE.SEC.ENRL,YR2003,Country data
USA,SE.SEC.ENRL,YR2004,Country data
USA,SE.SEC.ENRL,YR2005,Country data
USA,SE.SEC.ENRL,YR2006,Country data
USA,SE.SEC.ENRL,YR2007,Country data
USA,SE.SEC.ENRL,YR2008,Country data
USA,SE.SEC.ENRL,YR2009,Country data
USA,SE.SEC.ENRL,YR2010,Country data
USA,SE.SEC.ENRL.FE,YR2000,Country data
USA,SE.SEC.ENRL.FE,YR2001,Country data
USA,SE.SEC.ENRL.FE,YR2002,Country data
USA,SE.SEC.ENRL.FE,YR2003,Country data
USA,SE.SEC.ENRL.FE,YR2004,Country data
USA,SE.SEC.ENRL.FE,YR2005,Country data
USA,SE.SEC.ENRL.FE,YR2006,Country data
USA,SE.SEC.ENRL.FE,YR2007,Country data
USA,SE.SEC.ENRL.FE,YR2008,Country data
USA,SE.SEC.ENRL.FE,YR2009,Country data
USA,SE.SEC.ENRL.FE,YR2010,Country data
USA,SE.SEC.ENRL.FE.ZS,YR2000,Country data
USA,SE.SEC.ENRL.FE.ZS,YR2001,Country data
USA,SE.SEC.ENRL.FE.ZS,YR2002,Country data
USA,SE.SEC.ENRL.FE.ZS,YR2003,Country data
USA,SE.SEC.ENRL.FE.ZS,YR2004,Country data
USA,SE.SEC.ENRL.FE.ZS,YR2005,Country data
USA,SE.SEC.ENRL.FE.ZS,YR2006,Country data
USA,SE.SEC.ENRL.FE.ZS,YR2007,Country data
USA,SE.SEC.ENRL.FE.ZS,YR2008,Country data
USA,SE.SEC.ENRL.FE.ZS,YR2009,Country data
USA,SE.SEC.ENRL.FE.ZS,YR2010,Country data
USA,SE.SEC.ENRL.GC,YR2004,Country estimation.
USA,SE.SEC.ENRL.GC.FE.ZS,YR1996,Country estimation.
USA,SE.SEC.ENRL.TC.ZS,YR1999,Country Data
USA,SE.SEC.ENRL.TC.ZS,YR2000,Country Data
USA,SE.SEC.ENRL.TC.ZS,YR2001,Country Data
USA,SE.SEC.ENRL.TC.ZS,YR2002,Country Data
USA,SE.SEC.ENRL.TC.ZS,YR2003,Country Data
USA,SE.SEC.ENRL.TC.ZS,YR2004,Country Data
USA,SE.SEC.ENRL.TC.ZS,YR2005,Country Data
USA,SE.SEC.ENRL.TC.ZS,YR2006,Country Data
USA,SE.SEC.ENRL.TC.ZS,YR2007,Country Data
USA,SE.SEC.ENRL.TC.ZS,YR2008,Country Data
USA,SE.SEC.ENRL.TC.ZS,YR2009,Country Data
USA,SE.SEC.ENRL.TC.ZS,YR2010,Country Data
USA,SE.SEC.ENRR,YR1999,Country data
USA,SE.SEC.ENRR,YR2000,Country data
USA,SE.SEC.ENRR,YR2001,Country data
USA,SE.SEC.ENRR,YR2002,Country data
USA,SE.SEC.ENRR,YR2003,Country data
USA,SE.SEC.ENRR,YR2004,Country data
USA,SE.SEC.ENRR,YR2005,Country data
USA,SE.SEC.ENRR,YR2006,Country data
USA,SE.SEC.ENRR,YR2007,Country data
USA,SE.SEC.ENRR,YR2008,Country data
USA,SE.SEC.ENRR,YR2009,Country data
USA,SE.SEC.ENRR,YR2010,Country data
USA,SE.SEC.ENRR.FE,YR2000,Country data
USA,SE.SEC.ENRR.FE,YR2001,Country data
USA,SE.SEC.ENRR.FE,YR2002,Country data
USA,SE.SEC.ENRR.FE,YR2003,Country data
USA,SE.SEC.ENRR.FE,YR2004,Country data
USA,SE.SEC.ENRR.FE,YR2005,Country data
USA,SE.SEC.ENRR.FE,YR2006,Country data
USA,SE.SEC.ENRR.FE,YR2007,Country data
USA,SE.SEC.ENRR.FE,YR2008,Country data
USA,SE.SEC.ENRR.FE,YR2009,Country data
USA,SE.SEC.ENRR.FE,YR2010,Country data
USA,SE.SEC.ENRR.MA,YR2000,Country data
USA,SE.SEC.ENRR.MA,YR2001,Country data
USA,SE.SEC.ENRR.MA,YR2002,Country data
USA,SE.SEC.ENRR.MA,YR2003,Country data
USA,SE.SEC.ENRR.MA,YR2004,Country data
USA,SE.SEC.ENRR.MA,YR2005,Country data
USA,SE.SEC.ENRR.MA,YR2006,Country data
USA,SE.SEC.ENRR.MA,YR2007,Country data
USA,SE.SEC.ENRR.MA,YR2008,Country data
USA,SE.SEC.ENRR.MA,YR2009,Country data
USA,SE.SEC.ENRR.MA,YR2010,Country data
USA,SE.SEC.NENR,YR2000,Country data
USA,SE.SEC.NENR,YR2001,Country data
USA,SE.SEC.NENR,YR2002,Country data
USA,SE.SEC.NENR,YR2003,Country data
USA,SE.SEC.NENR,YR2004,Country data
USA,SE.SEC.NENR,YR2005,Country data
USA,SE.SEC.NENR,YR2006,Country data
USA,SE.SEC.NENR,YR2007,Country data
USA,SE.SEC.NENR,YR2008,Country data
USA,SE.SEC.NENR,YR2009,Country data
USA,SE.SEC.NENR,YR2010,Country data
USA,SE.SEC.NENR.FE,YR2000,Country data
USA,SE.SEC.NENR.FE,YR2001,Country data
USA,SE.SEC.NENR.FE,YR2002,Country data
USA,SE.SEC.NENR.FE,YR2003,Country data
USA,SE.SEC.NENR.FE,YR2004,Country data
USA,SE.SEC.NENR.FE,YR2005,Country data
USA,SE.SEC.NENR.FE,YR2006,Country data
USA,SE.SEC.NENR.FE,YR2007,Country data
USA,SE.SEC.NENR.FE,YR2008,Country data
USA,SE.SEC.NENR.FE,YR2009,Country data
USA,SE.SEC.NENR.FE,YR2010,Country data
USA,SE.SEC.NENR.MA,YR2000,Country data
USA,SE.SEC.NENR.MA,YR2001,Country data
USA,SE.SEC.NENR.MA,YR2002,Country data
USA,SE.SEC.NENR.MA,YR2003,Country data
USA,SE.SEC.NENR.MA,YR2004,Country data
USA,SE.SEC.NENR.MA,YR2005,Country data
USA,SE.SEC.NENR.MA,YR2006,Country data
USA,SE.SEC.NENR.MA,YR2007,Country data
USA,SE.SEC.NENR.MA,YR2008,Country data
USA,SE.SEC.NENR.MA,YR2009,Country data
USA,SE.SEC.NENR.MA,YR2010,Country data
USA,SE.SEC.PRIV.ZS,YR1999,Country data
USA,SE.SEC.PRIV.ZS,YR2000,Country data
USA,SE.SEC.PRIV.ZS,YR2001,Country data
USA,SE.SEC.PRIV.ZS,YR2002,Country data
USA,SE.SEC.PRIV.ZS,YR2003,Country data
USA,SE.SEC.PRIV.ZS,YR2004,Country data
USA,SE.SEC.PRIV.ZS,YR2005,Country data
USA,SE.SEC.PRIV.ZS,YR2006,Country data
USA,SE.SEC.PRIV.ZS,YR2007,Country data
USA,SE.SEC.PRIV.ZS,YR2008,Country data
USA,SE.SEC.PRIV.ZS,YR2009,Country data
USA,SE.SEC.PRIV.ZS,YR2010,Country data
USA,SE.SEC.TCHR,YR1999,Country data
USA,SE.SEC.TCHR,YR2000,Country data
USA,SE.SEC.TCHR,YR2001,Country data
USA,SE.SEC.TCHR,YR2002,Country data
USA,SE.SEC.TCHR,YR2003,Country data
USA,SE.SEC.TCHR,YR2004,Country data
USA,SE.SEC.TCHR,YR2005,Country data
USA,SE.SEC.TCHR,YR2006,Country data
USA,SE.SEC.TCHR,YR2007,Country data
USA,SE.SEC.TCHR,YR2008,Country data
USA,SE.SEC.TCHR,YR2009,Country data
USA,SE.SEC.TCHR,YR2010,Country data
USA,SE.SEC.TCHR.FE,YR1996,Country estimation.
USA,SE.SEC.TCHR.FE,YR2007,Country estimation.
USA,SE.SEC.TCHR.FE.ZS,YR1999,Country data
USA,SE.SEC.TCHR.FE.ZS,YR2000,Country data
USA,SE.SEC.TCHR.FE.ZS,YR2001,Country data
USA,SE.SEC.TCHR.FE.ZS,YR2002,Country data
USA,SE.SEC.TCHR.FE.ZS,YR2003,Country data
USA,SE.SEC.TCHR.FE.ZS,YR2004,Country data
USA,SE.SEC.TCHR.FE.ZS,YR2005,Country data
USA,SE.SEC.TCHR.FE.ZS,YR2006,Country data
USA,SE.SEC.TCHR.FE.ZS,YR2007,Country data
USA,SE.SEC.TCHR.FE.ZS,YR2008,Country data
USA,SE.SEC.TCHR.FE.ZS,YR2009,Country data
USA,SE.SEC.TCHR.FE.ZS,YR2010,Country data
USA,SE.TER.ENRL,YR1999,Country data
USA,SE.TER.ENRL,YR2000,Country data
USA,SE.TER.ENRL,YR2001,Country data
USA,SE.TER.ENRL,YR2002,Country data
USA,SE.TER.ENRL,YR2003,Country data
USA,SE.TER.ENRL,YR2004,Country data
USA,SE.TER.ENRL,YR2005,Country data
USA,SE.TER.ENRL,YR2006,Country data
USA,SE.TER.ENRL,YR2007,Country data
USA,SE.TER.ENRL,YR2008,Country data
USA,SE.TER.ENRL,YR2009,Country data
USA,SE.TER.ENRL,YR2010,Country data
USA,SE.TER.ENRL.FE,YR2000,Country data
USA,SE.TER.ENRL.FE,YR2001,Country data
USA,SE.TER.ENRL.FE,YR2002,Country data
USA,SE.TER.ENRL.FE,YR2003,Country data
USA,SE.TER.ENRL.FE,YR2004,Country data
USA,SE.TER.ENRL.FE,YR2005,Country data
USA,SE.TER.ENRL.FE,YR2006,Country data
USA,SE.TER.ENRL.FE,YR2007,Country data
USA,SE.TER.ENRL.FE,YR2008,Country data
USA,SE.TER.ENRL.FE,YR2009,Country data
USA,SE.TER.ENRL.FE,YR2010,Country data
USA,SE.TER.ENRR,YR1999,Country data
USA,SE.TER.ENRR,YR2000,Country data
USA,SE.TER.ENRR,YR2001,Country data
USA,SE.TER.ENRR,YR2002,Country data
USA,SE.TER.ENRR,YR2003,Country data
USA,SE.TER.ENRR,YR2004,Country data
USA,SE.TER.ENRR,YR2005,Country data
USA,SE.TER.ENRR,YR2006,Country data
USA,SE.TER.ENRR,YR2007,Country data
USA,SE.TER.ENRR,YR2008,Country data
USA,SE.TER.ENRR,YR2009,Country data
USA,SE.TER.ENRR,YR2010,Country data
USA,SE.TER.ENRR.FE,YR2000,Country data
USA,SE.TER.ENRR.FE,YR2001,Country data
USA,SE.TER.ENRR.FE,YR2002,Country data
USA,SE.TER.ENRR.FE,YR2003,Country data
USA,SE.TER.ENRR.FE,YR2004,Country data
USA,SE.TER.ENRR.FE,YR2005,Country data
USA,SE.TER.ENRR.FE,YR2006,Country data
USA,SE.TER.ENRR.FE,YR2007,Country data
USA,SE.TER.ENRR.FE,YR2008,Country data
USA,SE.TER.ENRR.FE,YR2009,Country data
USA,SE.TER.ENRR.FE,YR2010,Country data
USA,SE.TER.ENRR.MA,YR2000,Country data
USA,SE.TER.ENRR.MA,YR2001,Country data
USA,SE.TER.ENRR.MA,YR2002,Country data
USA,SE.TER.ENRR.MA,YR2003,Country data
USA,SE.TER.ENRR.MA,YR2004,Country data
USA,SE.TER.ENRR.MA,YR2005,Country data
USA,SE.TER.ENRR.MA,YR2006,Country data
USA,SE.TER.ENRR.MA,YR2007,Country data
USA,SE.TER.ENRR.MA,YR2008,Country data
USA,SE.TER.ENRR.MA,YR2009,Country data
USA,SE.TER.ENRR.MA,YR2010,Country data
USA,SE.TER.GRAD,YR1999,Country data
USA,SE.TER.GRAD,YR2000,Country data
USA,SE.TER.GRAD,YR2001,Country data
USA,SE.TER.GRAD,YR2002,Country data
USA,SE.TER.GRAD,YR2003,Country data
USA,SE.TER.GRAD,YR2004,Country data
USA,SE.TER.GRAD,YR2005,Country data
USA,SE.TER.GRAD,YR2006,Country data
USA,SE.TER.GRAD,YR2007,Country data
USA,SE.TER.GRAD,YR2008,Country data
USA,SE.TER.GRAD,YR2009,Country data
USA,SE.TER.GRAD,YR2010,Country data
USA,SE.TER.GRAD.AG.FE.ZS,YR1999,Country data
USA,SE.TER.GRAD.AG.FE.ZS,YR2000,Country data
USA,SE.TER.GRAD.AG.FE.ZS,YR2001,Country data
USA,SE.TER.GRAD.AG.FE.ZS,YR2002,Country data
USA,SE.TER.GRAD.AG.FE.ZS,YR2003,Country data
USA,SE.TER.GRAD.AG.FE.ZS,YR2004,Country data
USA,SE.TER.GRAD.AG.FE.ZS,YR2005,Country data
USA,SE.TER.GRAD.AG.FE.ZS,YR2006,Country data
USA,SE.TER.GRAD.AG.FE.ZS,YR2007,Country data
USA,SE.TER.GRAD.AG.FE.ZS,YR2008,Country data
USA,SE.TER.GRAD.AG.FE.ZS,YR2009,Country data
USA,SE.TER.GRAD.AG.FE.ZS,YR2010,Country data
USA,SE.TER.GRAD.AG.ZS,YR1999,Country data
USA,SE.TER.GRAD.AG.ZS,YR2000,Country data
USA,SE.TER.GRAD.AG.ZS,YR2001,Country data
USA,SE.TER.GRAD.AG.ZS,YR2002,Country data
USA,SE.TER.GRAD.AG.ZS,YR2003,Country data
USA,SE.TER.GRAD.AG.ZS,YR2004,Country data
USA,SE.TER.GRAD.AG.ZS,YR2005,Country data
USA,SE.TER.GRAD.AG.ZS,YR2006,Country data
USA,SE.TER.GRAD.AG.ZS,YR2007,Country data
USA,SE.TER.GRAD.AG.ZS,YR2008,Country data
USA,SE.TER.GRAD.AG.ZS,YR2009,Country data
USA,SE.TER.GRAD.AG.ZS,YR2010,Country data
USA,SE.TER.GRAD.ED.FE.ZS,YR1999,Country data
USA,SE.TER.GRAD.ED.FE.ZS,YR2000,Country data
USA,SE.TER.GRAD.ED.FE.ZS,YR2001,Country data
USA,SE.TER.GRAD.ED.FE.ZS,YR2002,Country data
USA,SE.TER.GRAD.ED.FE.ZS,YR2003,Country data
USA,SE.TER.GRAD.ED.FE.ZS,YR2004,Country data
USA,SE.TER.GRAD.ED.FE.ZS,YR2005,Country data
USA,SE.TER.GRAD.ED.FE.ZS,YR2006,Country data
USA,SE.TER.GRAD.ED.FE.ZS,YR2007,Country data
USA,SE.TER.GRAD.ED.FE.ZS,YR2008,Country data
USA,SE.TER.GRAD.ED.FE.ZS,YR2009,Country data
USA,SE.TER.GRAD.ED.FE.ZS,YR2010,Country data
USA,SE.TER.GRAD.ED.ZS,YR1999,Country data
USA,SE.TER.GRAD.ED.ZS,YR2000,Country data
USA,SE.TER.GRAD.ED.ZS,YR2001,Country data
USA,SE.TER.GRAD.ED.ZS,YR2002,Country data
USA,SE.TER.GRAD.ED.ZS,YR2003,Country data
USA,SE.TER.GRAD.ED.ZS,YR2004,Country data
USA,SE.TER.GRAD.ED.ZS,YR2005,Country data
USA,SE.TER.GRAD.ED.ZS,YR2006,Country data
USA,SE.TER.GRAD.ED.ZS,YR2007,Country data
USA,SE.TER.GRAD.ED.ZS,YR2008,Country data
USA,SE.TER.GRAD.ED.ZS,YR2009,Country data
USA,SE.TER.GRAD.ED.ZS,YR2010,Country data
USA,SE.TER.GRAD.EN.FE.ZS,YR1999,Country data
USA,SE.TER.GRAD.EN.FE.ZS,YR2000,Country data
USA,SE.TER.GRAD.EN.FE.ZS,YR2001,Country data
USA,SE.TER.GRAD.EN.FE.ZS,YR2002,Country data
USA,SE.TER.GRAD.EN.FE.ZS,YR2003,Country data
USA,SE.TER.GRAD.EN.FE.ZS,YR2004,Country data
USA,SE.TER.GRAD.EN.FE.ZS,YR2005,Country data
USA,SE.TER.GRAD.EN.FE.ZS,YR2006,Country data
USA,SE.TER.GRAD.EN.FE.ZS,YR2007,Country data
USA,SE.TER.GRAD.EN.FE.ZS,YR2008,Country data
USA,SE.TER.GRAD.EN.FE.ZS,YR2009,Country data
USA,SE.TER.GRAD.EN.FE.ZS,YR2010,Country data
USA,SE.TER.GRAD.EN.ZS,YR1999,Country data
USA,SE.TER.GRAD.EN.ZS,YR2000,Country data
USA,SE.TER.GRAD.EN.ZS,YR2001,Country data
USA,SE.TER.GRAD.EN.ZS,YR2002,Country data
USA,SE.TER.GRAD.EN.ZS,YR2003,Country data
USA,SE.TER.GRAD.EN.ZS,YR2004,Country data
USA,SE.TER.GRAD.EN.ZS,YR2005,Country data
USA,SE.TER.GRAD.EN.ZS,YR2006,Country data
USA,SE.TER.GRAD.EN.ZS,YR2007,Country data
USA,SE.TER.GRAD.EN.ZS,YR2008,Country data
USA,SE.TER.GRAD.EN.ZS,YR2009,Country data
USA,SE.TER.GRAD.EN.ZS,YR2010,Country data
USA,SE.TER.GRAD.FE.ZS,YR1999,Country data
USA,SE.TER.GRAD.FE.ZS,YR2000,Country data
USA,SE.TER.GRAD.FE.ZS,YR2001,Country data
USA,SE.TER.GRAD.FE.ZS,YR2002,Country data
USA,SE.TER.GRAD.FE.ZS,YR2003,Country data
USA,SE.TER.GRAD.FE.ZS,YR2004,Country data
USA,SE.TER.GRAD.FE.ZS,YR2005,Country data
USA,SE.TER.GRAD.FE.ZS,YR2006,Country data
USA,SE.TER.GRAD.FE.ZS,YR2007,Country data
USA,SE.TER.GRAD.FE.ZS,YR2008,Country data
USA,SE.TER.GRAD.FE.ZS,YR2009,Country data
USA,SE.TER.GRAD.FE.ZS,YR2010,Country data
USA,SE.TER.GRAD.HL.FE.ZS,YR1999,Country data
USA,SE.TER.GRAD.HL.FE.ZS,YR2000,Country data
USA,SE.TER.GRAD.HL.FE.ZS,YR2001,Country data
USA,SE.TER.GRAD.HL.FE.ZS,YR2002,Country data
USA,SE.TER.GRAD.HL.FE.ZS,YR2003,Country data
USA,SE.TER.GRAD.HL.FE.ZS,YR2004,Country data
USA,SE.TER.GRAD.HL.FE.ZS,YR2005,Country data
USA,SE.TER.GRAD.HL.FE.ZS,YR2006,Country data
USA,SE.TER.GRAD.HL.FE.ZS,YR2007,Country data
USA,SE.TER.GRAD.HL.FE.ZS,YR2008,Country data
USA,SE.TER.GRAD.HL.FE.ZS,YR2009,Country data
USA,SE.TER.GRAD.HL.FE.ZS,YR2010,Country data
USA,SE.TER.GRAD.HL.ZS,YR1999,Country data
USA,SE.TER.GRAD.HL.ZS,YR2000,Country data
USA,SE.TER.GRAD.HL.ZS,YR2001,Country data
USA,SE.TER.GRAD.HL.ZS,YR2002,Country data
USA,SE.TER.GRAD.HL.ZS,YR2003,Country data
USA,SE.TER.GRAD.HL.ZS,YR2004,Country data
USA,SE.TER.GRAD.HL.ZS,YR2005,Country data
USA,SE.TER.GRAD.HL.ZS,YR2006,Country data
USA,SE.TER.GRAD.HL.ZS,YR2007,Country data
USA,SE.TER.GRAD.HL.ZS,YR2008,Country data
USA,SE.TER.GRAD.HL.ZS,YR2009,Country data
USA,SE.TER.GRAD.HL.ZS,YR2010,Country data
USA,SE.TER.GRAD.HU.FE.ZS,YR1999,Country data
USA,SE.TER.GRAD.HU.FE.ZS,YR2000,Country data
USA,SE.TER.GRAD.HU.FE.ZS,YR2001,Country data
USA,SE.TER.GRAD.HU.FE.ZS,YR2002,Country data
USA,SE.TER.GRAD.HU.FE.ZS,YR2003,Country data
USA,SE.TER.GRAD.HU.FE.ZS,YR2004,Country data
USA,SE.TER.GRAD.HU.FE.ZS,YR2005,Country data
USA,SE.TER.GRAD.HU.FE.ZS,YR2006,Country data
USA,SE.TER.GRAD.HU.FE.ZS,YR2007,Country data
USA,SE.TER.GRAD.HU.FE.ZS,YR2008,Country data
USA,SE.TER.GRAD.HU.FE.ZS,YR2009,Country data
USA,SE.TER.GRAD.HU.FE.ZS,YR2010,Country data
USA,SE.TER.GRAD.HU.ZS,YR1999,Country data
USA,SE.TER.GRAD.HU.ZS,YR2000,Country data
USA,SE.TER.GRAD.HU.ZS,YR2001,Country data
USA,SE.TER.GRAD.HU.ZS,YR2002,Country data
USA,SE.TER.GRAD.HU.ZS,YR2003,Country data
USA,SE.TER.GRAD.HU.ZS,YR2004,Country data
USA,SE.TER.GRAD.HU.ZS,YR2005,Country data
USA,SE.TER.GRAD.HU.ZS,YR2006,Country data
USA,SE.TER.GRAD.HU.ZS,YR2007,Country data
USA,SE.TER.GRAD.HU.ZS,YR2008,Country data
USA,SE.TER.GRAD.HU.ZS,YR2009,Country data
USA,SE.TER.GRAD.HU.ZS,YR2010,Country data
USA,SE.TER.GRAD.OT.FE.ZS,YR1999,Country data
USA,SE.TER.GRAD.OT.FE.ZS,YR2000,Country data
USA,SE.TER.GRAD.OT.FE.ZS,YR2001,Country data
USA,SE.TER.GRAD.OT.FE.ZS,YR2002,Country data
USA,SE.TER.GRAD.OT.FE.ZS,YR2003,Country data
USA,SE.TER.GRAD.OT.FE.ZS,YR2004,Country data
USA,SE.TER.GRAD.OT.FE.ZS,YR2005,Country data
USA,SE.TER.GRAD.OT.FE.ZS,YR2006,Country data
USA,SE.TER.GRAD.OT.FE.ZS,YR2007,Country data
USA,SE.TER.GRAD.OT.FE.ZS,YR2008,Country data
USA,SE.TER.GRAD.OT.FE.ZS,YR2009,Country data
USA,SE.TER.GRAD.OT.FE.ZS,YR2010,Country data
USA,SE.TER.GRAD.OT.ZS,YR1999,Country data
USA,SE.TER.GRAD.OT.ZS,YR2000,Country data
USA,SE.TER.GRAD.OT.ZS,YR2001,Country data
USA,SE.TER.GRAD.OT.ZS,YR2002,Country data
USA,SE.TER.GRAD.OT.ZS,YR2003,Country data
USA,SE.TER.GRAD.OT.ZS,YR2004,Country data
USA,SE.TER.GRAD.OT.ZS,YR2005,Country data
USA,SE.TER.GRAD.OT.ZS,YR2006,Country data
