id,name,county,gsRating,parentRating,zip,price,district,income
496,E. M. Grimmer Elementary School,Alameda,7,4,94538,969750,Fremont Unified School District,95022
497,O. N. Hirsch Elementary School,Alameda,8,4,94538,969750,Fremont Unified School District,95022
498,John M. Horner Junior High School,Alameda,8,4,94538,969750,Fremont Unified School District,95022
499,Irvington High School,Alameda,9,5,94538,969750,Fremont Unified School District,95022
500,John F. Kennedy High School,Alameda,7,3,94538,969750,Fremont Unified School District,95022
501,Steven Millard Elementary School,Alameda,8,4,94538,969750,Fremont Unified School District,95022
503,G. M. Walters Junior High School,Alameda,6,4,94538,969750,Fremont Unified School District,95022
504,Vista Alternative School,Alameda,2,5,94538,969750,Fremont Unified School District,95022
509,Joshua Chadbourne Elementary School,Alameda,9,4,94539,1504500,Fremont Unified School District,95022
510,John Gomes Elementary School,Alameda,9,4,94539,1504500,Fremont Unified School District,95022
513,Mission San Jose Elementary School,Alameda,9,4,94539,1504500,Fremont Unified School District,95022
514,Mission San Jose High School,Alameda,10,4,94539,1504500,Fremont Unified School District,95022
515,Mission Valley Elementary School,Alameda,7,4,94539,1504500,Fremont Unified School District,95022
516,Warm Springs Elementary School,Alameda,9,4,94539,1504500,Fremont Unified School District,95022
517,Fred E. Weibel Elementary School,Alameda,7,4,94539,1504500,Fremont Unified School District,95022
526,Burbank Elementary School,Alameda,5,4,94541,624833.3333,Hayward Unified School District,60469
527,Cherryland Elementary School,Alameda,2,3,94541,624833.3333,Hayward Unified School District,60469
528,East Avenue Elementary School,Alameda,3,4,94541,624833.3333,Hayward Unified School District,60469
529,Fairview Elementary School,Alameda,3,3,94541,624833.3333,Hayward Unified School District,60469
530,Hayward High School,Alameda,4,3,94541,624833.3333,Hayward Unified School District,60469
531,Faith Ringgold School of Arts and Science,Alameda,3,4,94541,624833.3333,Hayward Unified School District,60469
532,Longwood Elementary School,Alameda,2,4,94541,624833.3333,Hayward Unified School District,60469
534,Colonial Acres Elementary School,Alameda,1,4,94541,624833.3333,San Lorenzo Unified School District,55708
535,Lorenzo Manor Elementary School,Alameda,3,4,94541,624833.3333,San Lorenzo Unified School District,55708
536,East Bay Arts High School,Alameda,4,4,94541,624833.3333,San Lorenzo Unified School District,55708
537,Stonebrae Elementary School,Alameda,4,4,94542,955166.6667,Hayward Unified School District,60469
538,Bowman Elementary School,Alameda,2,4,94544,654250,Hayward Unified School District,60469
539,Cesar Chavez Middle School,Alameda,2,4,94544,654250,Hayward Unified School District,60469
540,Eldridge Elementary School,Alameda,5,4,94544,654250,Hayward Unified School District,60469
541,Glassbrook Elementary School,Alameda,2,3,94544,654250,Hayward Unified School District,60469
542,Harder Elementary School,Alameda,2,3,94544,654250,Hayward Unified School District,60469
543,Schafer Park Elementary School,Alameda,5,3,94544,654250,Hayward Unified School District,60469
544,Tennyson High School,Alameda,2,3,94544,654250,Hayward Unified School District,60469
545,Treeview Elementary,Alameda,3,4,94544,654250,Hayward Unified School District,60469
546,Hillview Crest Elementary School,Alameda,3,3,94544,654250,New Haven Unified School District,85751
550,Lorin A. Eden Elementary School,Alameda,3,4,94545,699250,Hayward Unified School District,60469
551,Eden Gardens Elementary School,Alameda,4,4,94545,699250,Hayward Unified School District,60469
552,"Martin Luther King, Jr. Middle School",Alameda,6,4,94545,699250,Hayward Unified School District,60469
553,Mount Eden High School,Alameda,6,3,94545,699250,Hayward Unified School District,60469
554,Anthony W. Ochoa Middle School,Alameda,5,4,94545,699250,Hayward Unified School District,60469
555,Palma Ceia Elementary School,Alameda,6,3,94545,699250,Hayward Unified School District,60469
556,Southgate Elementary School,Alameda,7,4,94545,699250,Hayward Unified School District,60469
558,Castro Valley Elementary School,Alameda,6,4,94546,781083.3333,Castro Valley Unified School District,87016
559,Castro Valley High School,Alameda,9,4,94546,781083.3333,Castro Valley Unified School District,87016
560,Chabot Elementary School,Alameda,8,5,94546,781083.3333,Castro Valley Unified School District,87016
561,Creekside Middle School,Alameda,7,5,94546,781083.3333,Castro Valley Unified School District,87016
562,Marshall Elementary School,Alameda,8,5,94546,781083.3333,Castro Valley Unified School District,87016
563,Proctor Elementary School,Alameda,9,4,94546,781083.3333,Castro Valley Unified School District,87016
565,Stanton Elementary School,Alameda,6,4,94546,781083.3333,Castro Valley Unified School District,87016
566,Vannoy Elementary School,Alameda,7,5,94546,781083.3333,Castro Valley Unified School District,87016
567,Strobridge Elementary School,Alameda,2,3,94546,781083.3333,Hayward Unified School District,60469
571,Hanna Ranch Elementary School,Contra Costa,5,4,94547,591750,West Contra Costa Unified School District,63932
572,Lupine Hills Elementary School,Contra Costa,3,3,94547,591750,West Contra Costa Unified School District,63932
573,Ohlone Elementary School,Contra Costa,6,3,94547,591750,West Contra Costa Unified School District,63932
574,Hercules High School,Contra Costa,5,3,94547,591750,West Contra Costa Unified School District,63932
575,Hercules Middle School,Contra Costa,5,3,94547,591750,West Contra Costa Unified School District,63932
577,Acalanes High School,Contra Costa,10,4,94549,1404166.667,Acalanes Union High School District,96950
578,Burton Valley Elementary School,Contra Costa,10,4,94549,1404166.667,Lafayette Elementary School District,125896
579,Happy Valley Elementary School,Contra Costa,10,4,94549,1404166.667,Lafayette Elementary School District,125896
580,Lafayette Elementary School,Contra Costa,10,5,94549,1404166.667,Lafayette Elementary School District,125896
581,Springhill Elementary School,Contra Costa,9,4,94549,1404166.667,Lafayette Elementary School District,125896
582,M. H. Stanley Middle School,Contra Costa,10,4,94549,1404166.667,Lafayette Elementary School District,125896
583,Arroyo Seco Elementary School,Alameda,6,4,94550,843500,Livermore Valley Joint Unified School District,95968
584,East Avenue Middle School,Alameda,6,4,94550,843500,Livermore Valley Joint Unified School District,95968
585,Granada High School,Alameda,8,4,94550,843500,Livermore Valley Joint Unified School District,95968
586,Jackson Avenue Elementary School,Alameda,6,4,94550,843500,Livermore Valley Joint Unified School District,95968
587,William Mendenhall Middle School,Alameda,8,4,94550,843500,Livermore Valley Joint Unified School District,95968
588,Joe Michell K-8 School,Alameda,6,4,94550,843500,Livermore Valley Joint Unified School District,95968
589,Emma C. Smith Elementary School,Alameda,8,4,94550,843500,Livermore Valley Joint Unified School District,95968
592,Andrew N. Christensen Middle School,Alameda,7,4,94551,735500,Livermore Valley Joint Unified School District,95968
593,Leo R. Croce Elementary School,Alameda,4,4,94551,735500,Livermore Valley Joint Unified School District,95968
594,Marylin Avenue Elementary School,Alameda,4,4,94551,735500,Livermore Valley Joint Unified School District,95968
595,Junction Avenue K-8 School,Alameda,4,5,94551,735500,Livermore Valley Joint Unified School District,95968
596,Rancho Las Positas Elementary School,Alameda,6,5,94551,735500,Livermore Valley Joint Unified School District,95968
597,Altamont Creek Elementary School,Alameda,7,4,94551,735500,Livermore Valley Joint Unified School District,95968
599,Canyon Middle School,Alameda,7,4,94552,1058750,Castro Valley Unified School District,87016
600,Independent Elementary School,Alameda,8,5,94552,1058750,Castro Valley Unified School District,87016
601,Jensen Ranch Elementary School,Alameda,9,5,94552,1058750,Castro Valley Unified School District,87016
602,Palomares Elementary School,Alameda,7,5,94552,1058750,Castro Valley Unified School District,87016
603,Alhambra Senior High School,Contra Costa,7,3,94553,597333.3333,Martinez Unified School District,70952
604,John Swett Elementary School,Contra Costa,6,4,94553,597333.3333,Martinez Unified School District,70952
605,Las Juntas Elementary School,Contra Costa,3,5,94553,597333.3333,Martinez Unified School District,70952
607,Martinez Junior High School,Contra Costa,6,4,94553,597333.3333,Martinez Unified School District,70952
608,Morello Park Elementary School,Contra Costa,9,5,94553,597333.3333,Martinez Unified School District,70952
609,John Muir Elementary School,Contra Costa,7,4,94553,597333.3333,Martinez Unified School District,70952
613,Ardenwood Elementary School,Alameda,8,4,94555,1142750,Fremont Unified School District,95022
614,Forest Park Elementary School,Alameda,9,4,94555,1142750,Fremont Unified School District,95022
615,Warwick Elementary School,Alameda,8,4,94555,1142750,Fremont Unified School District,95022
616,Campolindo High School,Contra Costa,10,4,94556,1173083.333,Acalanes Union High School District,96950
617,Camino Pablo Elementary School,Contra Costa,9,4,94556,1173083.333,Moraga Elementary School District,126304
618,Los Perales Elementary School,Contra Costa,9,4,94556,1173083.333,Moraga Elementary School District,126304
619,Joaquin Moraga Intermediate School,Contra Costa,10,4,94556,1173083.333,Moraga Elementary School District,126304
620,Donald L. Rheem Elementary School,Contra Costa,9,4,94556,1173083.333,Moraga Elementary School District,126304
623,James A. Graham Elementary School,Alameda,3,3,94560,928166.6667,Newark Unified School District,82782
624,John F. Kennedy Elementary School,Alameda,6,4,94560,928166.6667,Newark Unified School District,82782
625,Lincoln Elementary School,Alameda,8,4,94560,928166.6667,Newark Unified School District,82782
626,Birch Grove Intermediate,Alameda,6,3,94560,928166.6667,Newark Unified School District,82782
627,E. L. Musick Elementary School,Alameda,4,3,94560,928166.6667,Newark Unified School District,82782
628,Newark Memorial High School,Alameda,6,3,94560,928166.6667,Newark Unified School District,82782
629,Newark Junior High School,Alameda,4,4,94560,928166.6667,Newark Unified School District,82782
630,August Schilling Elementary School,Alameda,3,4,94560,928166.6667,Newark Unified School District,82782
631,H. A. Snow Elementary School,Alameda,4,4,94560,928166.6667,Newark Unified School District,82782
632,Crossroads High (Alternative) School,Alameda,1,5,94560,928166.6667,Newark Unified School District,82782
634,Freedom High School,Contra Costa,5,4,94561,479416.6667,Liberty Union High School District,83673
635,Gehringer Elementary School,Contra Costa,4,4,94561,479416.6667,Oakley Union Elementary School District,71563
636,Laurel Elementary School,Contra Costa,3,4,94561,479416.6667,Oakley Union Elementary School District,71563
637,Oakley Elementary School,Contra Costa,1,5,94561,479416.6667,Oakley Union Elementary School District,71563
638,O'hara Park Middle School,Contra Costa,3,4,94561,479416.6667,Oakley Union Elementary School District,71563
639,Vintage Parkway Elementary School,Contra Costa,5,4,94561,479416.6667,Oakley Union Elementary School District,71563
640,Delta Vista Middle School,Contra Costa,4,4,94561,479416.6667,Oakley Union Elementary School District,71563
641,Iron House Elementary School,Contra Costa,3,4,94561,479416.6667,Oakley Union Elementary School District,71563
642,Orchard Park School,Contra Costa,5,4,94561,479416.6667,Antioch Unified School District,69167
644,Miramonte High School,Contra Costa,9,4,94563,1473000,Acalanes Union High School District,96950
645,Del Rey Elementary School,Contra Costa,9,5,94563,1473000,Orinda Union Elementary School District,161556
646,Glorietta Elementary School,Contra Costa,9,5,94563,1473000,Orinda Union Elementary School District,161556
647,Orinda Intermediate School,Contra Costa,10,4,94563,1473000,Orinda Union Elementary School District,161556
648,Sleepy Hollow Elementary School,Contra Costa,9,5,94563,1473000,Orinda Union Elementary School District,161556
649,Wagner Ranch Elementary School,Contra Costa,9,4,94563,1473000,Orinda Union Elementary School District,161556
650,Collins Elementary School,Contra Costa,4,3,94564,575833.3333,West Contra Costa Unified School District,63932
651,Ellerhorst Elementary School,Contra Costa,4,4,94564,575833.3333,West Contra Costa Unified School District,63932
652,Pinole Middle School,Contra Costa,2,3,94564,575833.3333,West Contra Costa Unified School District,63932
653,Pinole Valley High School,Contra Costa,4,3,94564,575833.3333,West Contra Costa Unified School District,63932
654,Shannon Elementary School,Contra Costa,6,4,94564,575833.3333,West Contra Costa Unified School District,63932
655,Stewart Elementary School,Contra Costa,3,4,94564,575833.3333,West Contra Costa Unified School District,63932
661,Rancho Medanos Junior High School,Contra Costa,3,3,94565,445666.6667,Pittsburg Unified School District,53840
662,Foothill Elementary School,Contra Costa,4,3,94565,445666.6667,Pittsburg Unified School District,53840
663,Heights Elementary School,Contra Costa,3,3,94565,445666.6667,Pittsburg Unified School District,53840
664,Highlands Elementary School,Contra Costa,3,3,94565,445666.6667,Pittsburg Unified School District,53840
665,Hillview Junior High School,Contra Costa,3,3,94565,445666.6667,Pittsburg Unified School District,53840
666,Los Medanos Elementary School,Contra Costa,6,4,94565,445666.6667,Pittsburg Unified School District,53840
667,Parkside Elementary School,Contra Costa,3,5,94565,445666.6667,Pittsburg Unified School District,53840
668,Pittsburg Senior High School,Contra Costa,4,3,94565,445666.6667,Pittsburg Unified School District,53840
670,Stoneman Elementary School,Contra Costa,3,4,94565,445666.6667,Pittsburg Unified School District,53840
671,Willow Cove Elementary School,Contra Costa,2,4,94565,445666.6667,Pittsburg Unified School District,53840
674,Marina Vista Elementary School,Contra Costa,4,3,94565,445666.6667,Pittsburg Unified School District,53840
676,Alisal Elementary School,Alameda,7,4,94566,1239166.667,Pleasanton Unified School District,113557
677,Amador Valley High School,Alameda,9,4,94566,1239166.667,Pleasanton Unified School District,113557
678,Harvest Park Middle School,Alameda,9,5,94566,1239166.667,Pleasanton Unified School District,113557
679,Pleasanton Middle School,Alameda,8,4,94566,1239166.667,Pleasanton Unified School District,113557
680,Valley View Elementary School,Alameda,8,4,94566,1239166.667,Pleasanton Unified School District,113557
682,Vintage Hills Elementary School,Alameda,10,4,94566,1239166.667,Pleasanton Unified School District,113557
683,Walnut Grove Elementary School,Alameda,9,5,94566,1239166.667,Pleasanton Unified School District,113557
684,Phoebe Apperson Hearst Elementary School,Alameda,10,5,94566,1239166.667,Pleasanton Unified School District,113557
686,Dublin Elementary School,Alameda,8,4,94568,891333.3333,Dublin Unified School District,108842
687,Dublin High School,Alameda,10,4,94568,891333.3333,Dublin Unified School District,108842
688,Frederiksen Elementary School,Alameda,7,4,94568,891333.3333,Dublin Unified School District,108842
689,Murray Elementary School,Alameda,7,4,94568,891333.3333,Dublin Unified School District,108842
691,Wells Middle School,Alameda,6,4,94568,891333.3333,Dublin Unified School District,108842
692,James Dougherty Elementary School,Alameda,9,4,94568,891333.3333,Dublin Unified School District,108842
694,Eleanor Murray Fallon School,Alameda,9,4,94568,891333.3333,Dublin Unified School District,108842
695,John Green Elementary School,Alameda,10,5,94568,891333.3333,Dublin Unified School District,108842
696,Harold William Kolb,Alameda,9,4,94568,891333.3333,Dublin Unified School District,108842
699,Rodeo Hills Elementary School,Contra Costa,3,3,94572,524916.6667,John Swett Unified School District,68136
700,Bancroft Middle School,Alameda,2,3,94577,694166.6667,San Leandro Unified School District,62585
701,Garfield Elementary School,Alameda,3,5,94577,694166.6667,San Leandro Unified School District,62585
702,McKinley Elementary School,Alameda,2,4,94577,694166.6667,San Leandro Unified School District,62585
703,John Muir Middle School,Alameda,3,4,94577,694166.6667,San Leandro Unified School District,62585
704,Roosevelt Elementary School,Alameda,6,4,94577,694166.6667,San Leandro Unified School District,62585
705,San Leandro High School,Alameda,4,3,94577,694166.6667,San Leandro Unified School District,62585
706,Washington Elementary School,Alameda,4,4,94577,694166.6667,San Leandro Unified School District,62585
707,Wilson Elementary School,Alameda,5,3,94577,694166.6667,San Leandro Unified School District,62585
709,Jefferson Elementary School,Alameda,3,4,94578,642500,San Leandro Unified School District,62585
710,Monroe Elementary School,Alameda,4,3,94578,642500,San Leandro Unified School District,62585
711,Hillside Elementary School,Alameda,2,4,94578,642500,San Lorenzo Unified School District,55708
713,Madison Elementary School,Alameda,8,4,94579,681083.3333,San Leandro Unified School District,62585
714,Corvallis Elementary School,Alameda,3,5,94579,681083.3333,San Lorenzo Unified School District,55708
715,Dayton Elementary School,Alameda,4,4,94579,681083.3333,San Lorenzo Unified School District,55708
716,Washington Manor Middle School,Alameda,4,3,94579,681083.3333,San Lorenzo Unified School District,55708
717,Arroyo High School,Alameda,7,4,94580,665333.3333,San Lorenzo Unified School District,55708
718,Bay Elementary School,Alameda,4,3,94580,665333.3333,San Lorenzo Unified School District,55708
719,Bohannon Middle School,Alameda,3,3,94580,665333.3333,San Lorenzo Unified School District,55708
720,Del Rey Elementary School,Alameda,2,4,94580,665333.3333,San Lorenzo Unified School District,55708
721,Edendale Middle School,Alameda,1,4,94580,665333.3333,San Lorenzo Unified School District,55708
722,Grant Elementary School,Alameda,3,5,94580,665333.3333,San Lorenzo Unified School District,55708
723,Hesperian Elementary School,Alameda,2,4,94580,665333.3333,San Lorenzo Unified School District,55708
724,San Lorenzo High School,Alameda,3,4,94580,665333.3333,San Lorenzo Unified School District,55708
726,Golden View Elementary School,Contra Costa,10,4,94582,1147666.667,San Ramon Valley Unified School District,132355
727,Venture (Alternative) School,Contra Costa,6,5,94582,1147666.667,San Ramon Valley Unified School District,132355
728,Coyote Creek Elementary School,Contra Costa,8,4,94582,1147666.667,San Ramon Valley Unified School District,132355
729,Hidden Hills Elementary School,Contra Costa,9,5,94582,1147666.667,San Ramon Valley Unified School District,132355
730,Windemere Ranch Middle School,Contra Costa,9,4,94582,1147666.667,San Ramon Valley Unified School District,132355
731,Quail Run Elementary School,Contra Costa,8,5,94582,1147666.667,San Ramon Valley Unified School District,132355
732,Dougherty Valley High School,Contra Costa,10,4,94582,1147666.667,San Ramon Valley Unified School District,132355
733,Live Oak Elementary School,Contra Costa,9,4,94582,1147666.667,San Ramon Valley Unified School District,132355
734,Gale Ranch Middle School,Contra Costa,8,4,94582,1147666.667,San Ramon Valley Unified School District,132355
736,Neil A. Armstrong Elementary School,Contra Costa,9,4,94583,940750,San Ramon Valley Unified School District,132355
737,Bollinger Canyon Elementary School,Contra Costa,9,4,94583,940750,San Ramon Valley Unified School District,132355
738,California High School,Contra Costa,10,4,94583,940750,San Ramon Valley Unified School District,132355
739,Country Club Elementary School,Contra Costa,9,4,94583,940750,San Ramon Valley Unified School District,132355
740,Walt Disney Elementary School,Contra Costa,8,5,94583,940750,San Ramon Valley Unified School District,132355
741,Iron Horse Middle School,Contra Costa,9,5,94583,940750,San Ramon Valley Unified School District,132355
742,Montevideo Elementary School,Contra Costa,8,4,94583,940750,San Ramon Valley Unified School District,132355
743,Pine Valley Middle School,Contra Costa,9,3,94583,940750,San Ramon Valley Unified School District,132355
744,Twin Creeks Elementary School,Contra Costa,8,4,94583,940750,San Ramon Valley Unified School District,132355
746,Alvarado Elementary School,Alameda,6,3,94587,900250,New Haven Unified School District,85751
747,Alvarado Middle School,Alameda,6,4,94587,900250,New Haven Unified School District,85751
748,Cesar Chavez Middle School,Alameda,3,4,94587,900250,New Haven Unified School District,85751
749,Tom Kitayama Elementary School,Alameda,6,5,94587,900250,New Haven Unified School District,85751
750,James Logan high school,Alameda,7,4,94587,900250,New Haven Unified School District,85751
751,Pioneer Elementary School,Alameda,5,4,94587,900250,New Haven Unified School District,85751
752,Searles Elementary School,Alameda,3,4,94587,900250,New Haven Unified School District,85751
753,Guy Jr. Emanuele Elementary School,Alameda,5,4,94587,900250,New Haven Unified School District,85751
754,Delaine Eastin Elementary School,Alameda,9,4,94587,900250,New Haven Unified School District,85751
757,Donlon Elementary School,Alameda,10,4,94588,1066666.667,Pleasanton Unified School District,113557
758,Fairlands Elementary School,Alameda,8,5,94588,1066666.667,Pleasanton Unified School District,113557
759,Foothill High School,Alameda,9,4,94588,1066666.667,Pleasanton Unified School District,113557
760,Lydiksen Elementary School,Alameda,9,5,94588,1066666.667,Pleasanton Unified School District,113557
761,Henry P. Mohr Elementary School,Alameda,9,4,94588,1066666.667,Pleasanton Unified School District,113557
762,Thomas S. Hart Middle School,Alameda,9,4,94588,1066666.667,Pleasanton Unified School District,113557
763,Parkmead Elementary School,Contra Costa,9,5,94595,531666.6667,Walnut Creek Elementary School District,74148
764,Acalanes Center For Independent Study,Contra Costa,5,5,94595,531666.6667,Acalanes Union High School District,96950
767,Las Lomas High School,Contra Costa,9,4,94596,907250,Acalanes Union High School District,96950
768,Murwood Elementary School,Contra Costa,7,4,94596,907250,Walnut Creek Elementary School District,74148
769,Walnut Heights Elementary School,Contra Costa,10,4,94596,907250,Walnut Creek Elementary School District,74148
770,Buena Vista Elementary School,Contra Costa,7,4,94597,755833.3333,Walnut Creek Elementary School District,74148
771,Walnut Creek Intermediate School,Contra Costa,8,4,94597,755833.3333,Walnut Creek Elementary School District,74148
777,Indian Valley Elementary School,Contra Costa,9,4,94598,963000,Walnut Creek Elementary School District,74148
778,Horace Mann Elementary School,Alameda,1,3,94601,636583.3333,Oakland Unified School District,49684
779,Manzanita Community,Alameda,1,3,94601,636583.3333,Oakland Unified School District,49684
780,Bridges Academy,Alameda,1,4,94601,636583.3333,Oakland Unified School District,49684
781,Life Academy,Alameda,4,5,94601,636583.3333,Oakland Unified School District,49684
782,International Community School,Alameda,2,4,94601,636583.3333,Oakland Unified School District,49684
783,Urban Promise Academy,Alameda,2,5,94601,636583.3333,Oakland Unified School District,49684
784,Think College Now School,Alameda,3,5,94601,636583.3333,Oakland Unified School District,49684
785,Manzanita Seed,Alameda,4,4,94601,636583.3333,Oakland Unified School District,49684
786,United For Success Academy,Alameda,1,4,94601,636583.3333,Oakland Unified School District,49684
787,Global Family School,Alameda,2,3,94601,636583.3333,Oakland Unified School District,49684
789,Fruitvale Elementary School,Alameda,1,4,94602,942416.6667,Oakland Unified School District,49684
790,Glenview Elementary School,Alameda,6,5,94602,942416.6667,Oakland Unified School District,49684
791,Bret Harte Middle School,Alameda,2,4,94602,942416.6667,Oakland Unified School District,49684
792,Sequoia Elementary School,Alameda,6,5,94602,942416.6667,Oakland Unified School District,49684
793,Brookfield Elementary School,Alameda,1,3,94603,465500,Oakland Unified School District,49684
794,Madison Park Academy 6-12,Alameda,3,4,94603,465500,Oakland Unified School District,49684
795,Madison Park Academy Tk-5,Alameda,2,4,94603,465500,Oakland Unified School District,49684
796,Esperanza Elementary School,Alameda,3,5,94603,465500,Oakland Unified School District,49684
797,Reach Academy,Alameda,1,5,94603,465500,Oakland Unified School District,49684
798,Alliance Academy,Alameda,1,4,94603,465500,Oakland Unified School District,49684
799,Elmhurst Community Prep School,Alameda,1,4,94603,465500,Oakland Unified School District,49684
800,Fred T. Korematsu Discovery Academy,Alameda,2,5,94603,465500,Oakland Unified School District,49684
801,Burckhalter Elementary School,Alameda,4,5,94605,667166.6667,Oakland Unified School District,49684
802,Rudsdale Continuation School,Alameda,1,4,94605,667166.6667,Oakland Unified School District,49684
803,Frick Middle School,Alameda,1,4,94605,667166.6667,Oakland Unified School District,49684
804,Grass Valley Elementary School,Alameda,2,4,94605,667166.6667,Oakland Unified School District,49684
805,Howard Elementary School,Alameda,2,4,94605,667166.6667,Oakland Unified School District,49684
806,Markham Elementary School,Alameda,1,3,94605,667166.6667,Oakland Unified School District,49684
807,Parker Elementary School,Alameda,2,4,94605,667166.6667,Oakland Unified School District,49684
808,"Independent Study, Sojourner Truth School",Alameda,1,4,94605,667166.6667,Oakland Unified School District,49684
810,Cleveland Elementary School,Alameda,7,5,94606,694500,Oakland Unified School District,49684
812,Franklin Elementary School,Alameda,4,5,94606,694500,Oakland Unified School District,49684
813,Garfield Elementary School,Alameda,2,4,94606,694500,Oakland Unified School District,49684
814,La Escuelita Elementary School,Alameda,2,5,94606,694500,Oakland Unified School District,49684
815,Roosevelt Middle School,Alameda,3,3,94606,694500,Oakland Unified School District,49684
816,Metwest High School,Alameda,3,4,94606,694500,Oakland Unified School District,49684
818,"Martin Luther King, Jr. Elementary School",Alameda,2,4,94607,711333.3333,Oakland Unified School District,49684
819,Lafayette Elementary School,Alameda,1,3,94607,711333.3333,Oakland Unified School District,49684
820,Lincoln Elementary School,Alameda,7,4,94607,711333.3333,Oakland Unified School District,49684
821,Preparatory Literary Academy Of Cultural Excellence,Alameda,1,2,94607,711333.3333,Oakland Unified School District,49684
824,Mcclymonds High School,Alameda,3,4,94607,711333.3333,Oakland Unified School District,49684
825,West Oakland Middle School,Alameda,1,4,94607,711333.3333,Oakland Unified School District,49684
826,Ralph J. Bunche High School,Alameda,1,5,94607,711333.3333,Oakland Unified School District,49684
827,Gateway To College at Laney College School,Alameda,1,5,94607,711333.3333,Oakland Unified School District,49684
830,Emery Secondary School,Alameda,4,3,94608,730333.3333,Emery Unified School District,57211
831,Anna Yates Elementary School,Alameda,2,4,94608,730333.3333,Emery Unified School District,57211
832,Hoover Elementary School,Alameda,1,3,94608,730333.3333,Oakland Unified School District,49684
833,Emerson Elementary School,Alameda,1,4,94609,990250,Oakland Unified School District,49684
834,Peralta Elementary School,Alameda,8,5,94609,990250,Oakland Unified School District,49684
836,Sankofa Academy,Alameda,1,3,94609,990250,Oakland Unified School District,49684
837,Oakland International High School,Alameda,2,5,94609,990250,Oakland Unified School District,49684
838,Bella Vista Elementary School,Alameda,5,4,94610,940916.6667,Oakland Unified School District,49684
839,Edna Brewer Middle School,Alameda,6,4,94610,940916.6667,Oakland Unified School District,49684
840,Crocker Highlands Elementary School,Alameda,10,4,94610,940916.6667,Oakland Unified School District,49684
841,Oakland High School,Alameda,3,3,94610,940916.6667,Oakland Unified School District,49684
842,Joaquin Miller Elementary School,Alameda,7,4,94611,1223500,Oakland Unified School District,49684
843,Montclair Elementary School,Alameda,9,5,94611,1223500,Oakland Unified School District,49684
844,Montera Middle School,Alameda,4,3,94611,1223500,Oakland Unified School District,49684
845,Oakland Technical High School,Alameda,8,4,94611,1223500,Oakland Unified School District,49684
846,Piedmont Avenue Elementary School,Alameda,2,4,94611,1223500,Oakland Unified School District,49684
847,Thornhill Elementary School,Alameda,9,4,94611,1223500,Oakland Unified School District,49684
848,Beach Elementary School,Alameda,9,4,94611,1223500,Piedmont City Unified School District,167014
849,Havens Elementary School,Alameda,9,5,94611,1223500,Piedmont City Unified School District,167014
851,Piedmont High School,Alameda,10,4,94611,1223500,Piedmont City Unified School District,167014
852,Piedmont Middle School,Alameda,10,4,94611,1223500,Piedmont City Unified School District,167014
853,Wildwood Elementary School,Alameda,9,4,94611,1223500,Piedmont City Unified School District,167014
855,Westlake Middle School,Alameda,1,4,94612,675166.6667,Oakland Unified School District,49684
856,Chabot Elementary School,Alameda,9,5,94618,1450083.333,Oakland Unified School District,49684
857,Claremont Middle School,Alameda,6,4,94618,1450083.333,Oakland Unified School District,49684
858,Hillcrest Elementary School,Alameda,9,4,94618,1450083.333,Oakland Unified School District,49684
859,Kaiser Elementary School,Alameda,7,5,94618,1450083.333,Oakland Unified School District,49684
860,Allendale Elementary School,Alameda,1,3,94619,768250,Oakland Unified School District,49684
861,Laurel Elementary School,Alameda,2,5,94619,768250,Oakland Unified School District,49684
862,Carl B. Munck Elementary School,Alameda,2,4,94619,768250,Oakland Unified School District,49684
863,Redwood Heights Elementary School,Alameda,5,5,94619,768250,Oakland Unified School District,49684
864,Skyline High School,Alameda,4,4,94619,768250,Oakland Unified School District,49684
865,Melrose Leadership Academy,Alameda,3,5,94619,768250,Oakland Unified School District,49684
868,New Highland Academy,Alameda,1,5,94621,431083.3333,Oakland Unified School District,49684
869,Acorn Woodland Elementary School,Alameda,4,5,94621,431083.3333,Oakland Unified School District,49684
870,Encompass Academy Elementary,Alameda,2,4,94621,431083.3333,Oakland Unified School District,49684
871,Rise Community School,Alameda,1,4,94621,431083.3333,Oakland Unified School District,49684
872,Coliseum College Prep Academy,Alameda,4,3,94621,431083.3333,Oakland Unified School District,49684
873,Roots International Academy,Alameda,1,4,94621,431083.3333,Oakland Unified School District,49684
874,Greenleaf Elementary School,Alameda,4,5,94621,431083.3333,Oakland Unified School District,49684
875,Community United Elementary School,Alameda,1,2,94621,431083.3333,Oakland Unified School District,49684
876,Futures Elementary School,Alameda,1,5,94621,431083.3333,Oakland Unified School District,49684
877,East Oakland Pride Elementary School,Alameda,2,5,94621,431083.3333,Oakland Unified School District,49684
879,Jefferson Elementary School,Alameda,8,5,94702,975000,Berkeley Unified School District,59117
881,Martin Luther King Middle School,Alameda,8,4,94703,1148166.667,Berkeley Unified School District,59117
882,Longfellow Arts And Technology Middle School,Alameda,5,4,94703,1148166.667,Berkeley Unified School District,59117
883,Malcolm X Elementary School,Alameda,6,5,94703,1148166.667,Berkeley Unified School District,59117
884,Berkeley High School,Alameda,8,4,94704,883500,Berkeley Unified School District,59117
885,Washington Elementary School,Alameda,7,4,94704,883500,Berkeley Unified School District,59117
886,Berkeley Technology Academy,Alameda,1,5,94704,883500,Berkeley Unified School District,59117
