id,name,county,gsRating,parentRating,zip,price,district,income
298,Cesar Chavez Elementary School,San Mateo,1,5,94303,1407500,Ravenswood City Elementary School District,48639
299,Costano Elementary School,San Mateo,2,4,94303,1407500,Ravenswood City Elementary School District,48639
300,Green Oaks Academy,San Mateo,3,5,94303,1407500,Ravenswood City Elementary School District,48639
301,Brentwood Academy,San Mateo,2,4,94303,1407500,Ravenswood City Elementary School District,48639
302,Los Robles Magnet Academy,San Mateo,4,0,94303,1407500,Ravenswood City Elementary School District,48639
303,Ravenswood Comprehensive Middle,San Mateo,0,0,94303,1407500,Ravenswood City Elementary School District,48639
304,Packard Children's Hospital/Stanford,Santa Clara,0,0,94304,0,Palo Alto Unified School District,114178
305,Escondido Elementary School,Santa Clara,7,5,94305,0,Palo Alto Unified School District,114178
306,Lucille M. Nixon Elementary School,Santa Clara,9,5,94305,0,Palo Alto Unified School District,114178
307,Barron Park Elementary School,Santa Clara,5,5,94306,2731083.333,Palo Alto Unified School District,114178
308,Juana Briones Elementary School,Santa Clara,9,5,94306,2731083.333,Palo Alto Unified School District,114178
309,El Carmelo Elementary School,Santa Clara,9,5,94306,2731083.333,Palo Alto Unified School District,114178
310,Fairmeadow Elementary School,Santa Clara,9,5,94306,2731083.333,Palo Alto Unified School District,114178
311,Henry M. Gunn High School,Santa Clara,10,4,94306,2731083.333,Palo Alto Unified School District,114178
312,Herbert Hoover Elementary School,Santa Clara,9,4,94306,2731083.333,Palo Alto Unified School District,114178
313,Jane Lathrop Stanford Middle School,Santa Clara,9,5,94306,2731083.333,Palo Alto Unified School District,114178
314,Terman Middle School,Santa Clara,8,4,94306,2731083.333,Palo Alto Unified School District,114178
315,Horrall Elementary School,San Mateo,2,3,94401,1118083.333,San Mateo-Foster City School District,0
316,North Shoreview Montessori Elementary School,San Mateo,7,4,94401,1118083.333,San Mateo-Foster City School District,0
317,College Park Elementary School,San Mateo,9,4,94401,1118083.333,San Mateo-Foster City School District,0
318,San Mateo High School,San Mateo,7,4,94401,1118083.333,San Mateo Union High School District,87301
319,San Mateo Adult,San Mateo,0,0,94401,1118083.333,San Mateo Union High School District,87301
320,Baywood Elementary School,San Mateo,7,4,94402,1981916.667,San Mateo-Foster City School District,0
321,Borel Middle School,San Mateo,6,4,94402,1981916.667,San Mateo-Foster City School District,0
322,Highlands Elementary School,San Mateo,7,4,94402,1981916.667,San Mateo-Foster City School District,0
323,San Mateo Park Elementary School,San Mateo,3,4,94402,1981916.667,San Mateo-Foster City School District,0
324,Parkside Elementary School,San Mateo,6,4,94402,1981916.667,San Mateo-Foster City School District,0
325,Sunnybrae Elementary School,San Mateo,2,4,94402,1981916.667,San Mateo-Foster City School District,0
326,Aragon High School,San Mateo,9,4,94402,1981916.667,San Mateo Union High School District,87301
327,Gateway Center,San Mateo,0,0,94402,1981916.667,San Mateo County Office Of Education School District,0
328,Margaret J. Kemp,San Mateo,0,0,94402,1981916.667,San Mateo County Office Of Education School District,0
329,Abbott Middle School,San Mateo,5,4,94403,1539083.333,San Mateo-Foster City School District,0
330,Beresford Elementary School,San Mateo,7,4,94403,1539083.333,San Mateo-Foster City School District,0
331,Fiesta Gardens International Elementary School,San Mateo,4,5,94403,1539083.333,San Mateo-Foster City School District,0
332,George Hall Elementary School,San Mateo,6,4,94403,1539083.333,San Mateo-Foster City School District,0
333,Laurel Elementary School,San Mateo,4,4,94403,1539083.333,San Mateo-Foster City School District,0
334,Meadow Heights Elementary School,San Mateo,5,5,94403,1539083.333,San Mateo-Foster City School District,0
335,Hillsdale High School,San Mateo,8,4,94403,1539083.333,San Mateo Union High School District,87301
336,Bayside Academy,San Mateo,0,0,94403,1539083.333,San Mateo-Foster City School District,0
337,Audubon Elementary School,San Mateo,7,4,94404,1380416.667,San Mateo-Foster City School District,0
338,Bowditch Middle School,San Mateo,9,4,94404,1380416.667,San Mateo-Foster City School District,0
339,Brewer Island Elementary School,San Mateo,9,4,94404,1380416.667,San Mateo-Foster City School District,0
340,Foster City Elementary School,San Mateo,10,4,94404,1380416.667,San Mateo-Foster City School District,0
341,Alameda High School,Alameda,9,4,94501,955666.6667,Alameda Unified School District,0
342,Edison Elementary School,Alameda,9,4,94501,955666.6667,Alameda Unified School District,0
343,Encinal Junior/Senior High,Alameda,6,4,94501,955666.6667,Alameda Unified School District,0
344,Franklin Elementary School,Alameda,8,5,94501,955666.6667,Alameda Unified School District,0
345,Henry Haight Elementary School,Alameda,7,3,94501,955666.6667,Alameda Unified School District,0
346,Island High (Continuation) School,Alameda,0,4,94501,955666.6667,Alameda Unified School District,0
347,Lincoln Middle School,Alameda,9,4,94501,955666.6667,Alameda Unified School District,0
348,Donald D. Lum Elementary School,Alameda,9,4,94501,955666.6667,Alameda Unified School District,0
349,Frank Otis Elementary School,Alameda,7,4,94501,955666.6667,Alameda Unified School District,0
350,William G. Paden Elementary School,Alameda,6,4,94501,955666.6667,Alameda Unified School District,0
351,Will C. Wood Middle School,Alameda,7,4,94501,955666.6667,Alameda Unified School District,0
352,Alameda Adult,Alameda,0,0,94501,955666.6667,Alameda Unified School District,0
353,Alameda Science And Technology Institute,Alameda,9,4,94501,955666.6667,Alameda Unified School District,0
354,Ruby Bridges Elementary School,Alameda,3,5,94501,955666.6667,Alameda Unified School District,0
355,Maya Lin School,Alameda,5,5,94501,955666.6667,Alameda Unified School District,0
356,Bay Farm,Alameda,9,5,94502,934750,Alameda Unified School District,0
357,Amelia Earhart Elementary School,Alameda,9,5,94502,934750,Alameda Unified School District,0
358,Discovery Bay Elementary School,Contra Costa,7,4,94505,597083.3333,Byron Union Elementary School District,96674
359,Timber Point Elementary School,Contra Costa,6,4,94505,597083.3333,Byron Union Elementary School District,96674
360,Sycamore Valley Elementary School,Contra Costa,10,4,94506,1337416.667,San Ramon Valley Unified School District,132355
361,Tassajara Hills Elementary School,Contra Costa,10,4,94506,1337416.667,San Ramon Valley Unified School District,132355
362,Diablo Vista Middle School,Contra Costa,9,4,94506,1337416.667,San Ramon Valley Unified School District,132355
363,Creekside Elementary School,Contra Costa,9,5,94506,1337416.667,San Ramon Valley Unified School District,132355
364,Alamo Elementary School,Contra Costa,9,4,94507,1698250,San Ramon Valley Unified School District,132355
365,Rancho Romero Elementary School,Contra Costa,9,4,94507,1698250,San Ramon Valley Unified School District,132355
366,Stone Valley Middle School,Contra Costa,10,3,94507,1698250,San Ramon Valley Unified School District,132355
367,Central County Special Education Programs School,Contra Costa,0,1,94507,1698250,Contra Costa County Office Of Education School District,0
368,Antioch High School,Contra Costa,3,3,94509,401416.6667,Antioch Unified School District,69167
369,Antioch Middle School,Contra Costa,1,3,94509,401416.6667,Antioch Unified School District,69167
370,Belshaw Elementary School,Contra Costa,2,4,94509,401416.6667,Antioch Unified School District,69167
371,Fremont Elementary School,Contra Costa,1,4,94509,401416.6667,Antioch Unified School District,69167
372,Kimball Elementary School,Contra Costa,2,3,94509,401416.6667,Antioch Unified School District,69167
373,Live Oak High (Continuation) School,Contra Costa,0,5,94509,401416.6667,Antioch Unified School District,69167
374,Marsh Elementary School,Contra Costa,1,3,94509,401416.6667,Antioch Unified School District,69167
375,Mission Elementary School,Contra Costa,2,4,94509,401416.6667,Antioch Unified School District,69167
376,Muir (John) Elementary School,Contra Costa,3,4,94509,401416.6667,Antioch Unified School District,69167
377,Park Middle School,Contra Costa,3,4,94509,401416.6667,Antioch Unified School District,69167
378,Sutter Elementary School,Contra Costa,3,5,94509,401416.6667,Antioch Unified School District,69167
379,Turner Elementary School,Contra Costa,1,3,94509,401416.6667,Antioch Unified School District,69167
380,Prospects High (Alternative) School,Contra Costa,2,5,94509,401416.6667,Antioch Unified School District,69167
381,Bridges School,Contra Costa,0,3,94509,401416.6667,Antioch Unified School District,69167
382,Antioch Adult,Contra Costa,0,0,94509,401416.6667,Antioch Unified School District,69167
383,East County Elementary Special Education School,Contra Costa,0,4,94509,401416.6667,Contra Costa County Office Of Education School District,0
384,Bidwell Continuation High School,Contra Costa,0,5,94509,401416.6667,Antioch Unified School District,69167
385,Brentwood Elementary School,Contra Costa,6,5,94513,597666.6667,Brentwood Union Elementary School District,89169
386,William B. Bristow Middle School,Contra Costa,7,3,94513,597666.6667,Brentwood Union Elementary School District,89169
387,Garin Elementary School,Contra Costa,7,4,94513,597666.6667,Brentwood Union Elementary School District,89169
388,Edna Hill Middle School,Contra Costa,6,4,94513,597666.6667,Brentwood Union Elementary School District,89169
389,Ron Nunn Elementary School,Contra Costa,7,4,94513,597666.6667,Brentwood Union Elementary School District,89169
390,La Paloma High (Continuation) School,Contra Costa,0,4,94513,597666.6667,Liberty Union High School District,83673
391,Liberty High School,Contra Costa,7,4,94513,597666.6667,Liberty Union High School District,83673
392,Loma Vista Elementary School,Contra Costa,7,4,94513,597666.6667,Brentwood Union Elementary School District,89169
393,Independence High School,Contra Costa,2,5,94513,597666.6667,Liberty Union High School District,83673
394,R. Paul Krey Elementary School,Contra Costa,7,4,94513,597666.6667,Brentwood Union Elementary School District,89169
395,Heritage High School,Contra Costa,9,3,94513,597666.6667,Liberty Union High School District,83673
396,Marsh Creek Elementary School,Contra Costa,6,3,94513,597666.6667,Brentwood Union Elementary School District,89169
397,Pioneer Elementary School,Contra Costa,6,4,94513,597666.6667,Brentwood Union Elementary School District,89169
398,Liberty Adult Education,Contra Costa,0,0,94513,597666.6667,Liberty Union High School District,83673
399,Far East County Programs School,Contra Costa,1,0,94513,597666.6667,Contra Costa County Office Of Education School District,0
400,Adams (J. Douglas) Middle School,Contra Costa,8,4,94513,597666.6667,Brentwood Union Elementary School District,89169
401,Heritage Cccoe Special Education Programs School,Contra Costa,0,0,94513,597666.6667,Contra Costa County Office Of Education School District,0
402,Mary Casey Black Elementary,Contra Costa,4,0,94513,597666.6667,Brentwood Union Elementary School District,89169
403,Old River Elementary,Contra Costa,6,0,94513,597666.6667,Knightsen Elementary School District,68250
404,Mountain House Elementary School,Contra Costa,0,3,94514,0,Mountain House Elementary School District,66875
405,Excelsior Middle School,Contra Costa,6,3,94514,0,Byron Union Elementary School District,96674
406,Canyon Elementary School,Contra Costa,0,5,94516,0,Canyon Elementary School District,73438
407,Diablo View Middle School,Contra Costa,8,4,94517,776916.6667,Mt. Diablo Unified School District,0
408,Mt. Diablo Elementary School,Contra Costa,8,4,94517,776916.6667,Mt. Diablo Unified School District,0
409,El Monte Elementary School,Contra Costa,4,4,94518,645333.3333,Mt. Diablo Unified School District,0
410,Oak Grove Middle School,Contra Costa,1,3,94518,645333.3333,Mt. Diablo Unified School District,0
411,Woodside Elementary School,Contra Costa,5,5,94518,645333.3333,Mt. Diablo Unified School District,0
412,Ygnacio Valley Elementary School,Contra Costa,2,4,94518,645333.3333,Mt. Diablo Unified School District,0
413,Ygnacio Valley High School,Contra Costa,4,3,94518,645333.3333,Mt. Diablo Unified School District,0
414,Diablo Community Day School,Contra Costa,0,1,94518,645333.3333,Mt. Diablo Unified School District,0
415,Loma Vista Adult Center,Contra Costa,0,0,94518,645333.3333,Mt. Diablo Unified School District,0
416,Crossroads High (Continuation) School,Contra Costa,0,5,94519,574000,Mt. Diablo Unified School District,0
417,Monte Gardens Elementary School,Contra Costa,9,3,94519,574000,Mt. Diablo Unified School District,0
418,Olympic Continuation High School,Contra Costa,0,4,94519,574000,Mt. Diablo Unified School District,0
419,Wren Avenue Elementary School,Contra Costa,4,3,94519,574000,Mt. Diablo Unified School District,0
420,Sunrise (Special Education) School,Contra Costa,0,3,94519,574000,Mt. Diablo Unified School District,0
421,Holbrook Language Academy,Contra Costa,0,0,94519,574000,Mt. Diablo Unified School District,0
422,Cambridge Elementary School,Contra Costa,1,3,94520,480083.3333,Mt. Diablo Unified School District,0
423,Meadow Homes Elementary School,Contra Costa,3,3,94520,480083.3333,Mt. Diablo Unified School District,0
424,Mt. Diablo High School,Contra Costa,4,3,94520,480083.3333,Mt. Diablo Unified School District,0
425,Sun Terrace Elementary School,Contra Costa,3,4,94520,480083.3333,Mt. Diablo Unified School District,0
426,Floyd I. Marchus School,Contra Costa,1,5,94520,480083.3333,Contra Costa County Office Of Education School District,0
427,Ayers Elementary School,Contra Costa,5,4,94521,629250,Mt. Diablo Unified School District,0
428,Concord High School,Contra Costa,6,4,94521,629250,Mt. Diablo Unified School District,0
429,El Dorado Middle School,Contra Costa,2,3,94521,629250,Mt. Diablo Unified School District,0
430,Highlands Elementary School,Contra Costa,7,4,94521,629250,Mt. Diablo Unified School District,0
431,Mountain View Elementary School,Contra Costa,4,5,94521,629250,Mt. Diablo Unified School District,0
432,Pine Hollow Middle School,Contra Costa,5,4,94521,629250,Mt. Diablo Unified School District,0
433,Silverwood Elementary School,Contra Costa,8,4,94521,629250,Mt. Diablo Unified School District,0
434,Summit High (Continuation) School,Contra Costa,0,3,94521,629250,Mt. Diablo Unified School District,0
435,Westwood Elementary School,Contra Costa,3,4,94521,629250,Mt. Diablo Unified School District,0
436,College Park High School,Contra Costa,9,4,94523,741000,Mt. Diablo Unified School District,0
437,Fair Oaks Elementary School,Contra Costa,3,3,94523,741000,Mt. Diablo Unified School District,0
438,Gregory Gardens Elementary School,Contra Costa,5,4,94523,741000,Mt. Diablo Unified School District,0
439,Pleasant Hill Elementary School,Contra Costa,7,4,94523,741000,Mt. Diablo Unified School District,0
440,Prospect High (Continuation) School,Contra Costa,0,5,94523,741000,Mt. Diablo Unified School District,0
441,Sequoia Elementary School,Contra Costa,9,4,94523,741000,Mt. Diablo Unified School District,0
442,Sequoia Middle School,Contra Costa,7,4,94523,741000,Mt. Diablo Unified School District,0
443,Strandwood Elementary School,Contra Costa,8,5,94523,741000,Mt. Diablo Unified School District,0
444,Valhalla Elementary School,Contra Costa,9,4,94523,741000,Mt. Diablo Unified School District,0
445,Valley View Middle School,Contra Costa,6,3,94523,741000,Mt. Diablo Unified School District,0
446,Horizons Alternative School,Contra Costa,4,4,94523,741000,Mt. Diablo Unified School District,0
447,Pleasant Hill Education Center,Contra Costa,0,0,94523,741000,Mt. Diablo Unified School District,0
448,Contra Costa County Rop School,Contra Costa,0,0,94523,741000,Contra Costa County Rop School District,0
449,Carquinez Middle School,Contra Costa,3,4,94525,535666.6667,John Swett Unified School District,68136
450,John Swett High School,Contra Costa,6,4,94525,535666.6667,John Swett Unified School District,68136
451,Willow High School,Contra Costa,0,4,94525,535666.6667,John Swett Unified School District,68136
452,John Baldwin Elementary School,Contra Costa,9,4,94526,1224166.667,San Ramon Valley Unified School District,132355
453,Del Amigo High (Continuation) School,Contra Costa,0,3,94526,1224166.667,San Ramon Valley Unified School District,132355
454,Green Valley Elementary School,Contra Costa,9,4,94526,1224166.667,San Ramon Valley Unified School District,132355
455,Greenbrook Elementary School,Contra Costa,9,4,94526,1224166.667,San Ramon Valley Unified School District,132355
456,Los Cerros Middle School,Contra Costa,10,3,94526,1224166.667,San Ramon Valley Unified School District,132355
457,Montair Elementary School,Contra Costa,10,4,94526,1224166.667,San Ramon Valley Unified School District,132355
458,Monte Vista High School,Contra Costa,10,4,94526,1224166.667,San Ramon Valley Unified School District,132355
459,San Ramon Valley High School,Contra Costa,10,4,94526,1224166.667,San Ramon Valley Unified School District,132355
460,Vista Grande Elementary School,Contra Costa,8,4,94526,1224166.667,San Ramon Valley Unified School District,132355
461,Charlotte Wood Middle School,Contra Costa,9,5,94526,1224166.667,San Ramon Valley Unified School District,132355
462,El Cerrito Senior High School,Contra Costa,5,4,94530,942166.6667,West Contra Costa Unified School District,63932
463,Fairmont Elementary School,Contra Costa,4,4,94530,942166.6667,West Contra Costa Unified School District,63932
464,Harding Elementary School,Contra Costa,5,4,94530,942166.6667,West Contra Costa Unified School District,63932
465,Madera Elementary School,Contra Costa,7,4,94530,942166.6667,West Contra Costa Unified School District,63932
466,Fred T. Korematsu Middle School,Contra Costa,5,4,94530,942166.6667,West Contra Costa Unified School District,63932
467,Black Diamond Middle School,Contra Costa,1,3,94531,494166.6667,Antioch Unified School District,69167
468,Deer Valley High School,Contra Costa,5,3,94531,494166.6667,Antioch Unified School District,69167
469,Grant Elementary School,Contra Costa,2,4,94531,494166.6667,Antioch Unified School District,69167
470,Jack London Elementary School,Contra Costa,3,4,94531,494166.6667,Antioch Unified School District,69167
471,Diablo Vista Elementary School,Contra Costa,4,4,94531,494166.6667,Antioch Unified School District,69167
472,Lone Tree Elementary School,Contra Costa,3,4,94531,494166.6667,Antioch Unified School District,69167
473,Dallas Ranch Middle School,Contra Costa,3,4,94531,494166.6667,Antioch Unified School District,69167
474,Carmen Dragon Elementary School,Contra Costa,3,4,94531,494166.6667,Antioch Unified School District,69167
475,Dozier-Libbey Medical High School,Contra Costa,7,4,94531,494166.6667,Antioch Unified School District,69167
476,American High School,Alameda,10,4,94536,1035166.667,Fremont Unified School District,95022
477,Brookvale Elementary School,Alameda,7,4,94536,1035166.667,Fremont Unified School District,95022
478,Cabrillo Elementary School,Alameda,5,3,94536,1035166.667,Fremont Unified School District,95022
479,Centerville Junior High,Alameda,7,4,94536,1035166.667,Fremont Unified School District,95022
480,Glenmoor Elementary School,Alameda,7,4,94536,1035166.667,Fremont Unified School District,95022
481,Tom Maloney Elementary School,Alameda,7,4,94536,1035166.667,Fremont Unified School District,95022
482,John G. Mattos Elementary School,Alameda,6,4,94536,1035166.667,Fremont Unified School District,95022
483,Niles Elementary School,Alameda,8,4,94536,1035166.667,Fremont Unified School District,95022
484,Oliveira Elementary School,Alameda,7,4,94536,1035166.667,Fremont Unified School District,95022
485,Parkmont Elementary School,Alameda,9,4,94536,1035166.667,Fremont Unified School District,95022
486,Patterson Elementary School,Alameda,6,3,94536,1035166.667,Fremont Unified School District,95022
487,Thornton Junior High School,Alameda,8,3,94536,1035166.667,Fremont Unified School District,95022
488,Vallejo Mill Elementary School,Alameda,6,4,94536,1035166.667,Fremont Unified School District,95022
489,Washington High School,Alameda,8,4,94536,1035166.667,Fremont Unified School District,95022
490,California School For The Blind,Alameda,0,0,94536,1035166.667,California School For The Blind (State Special Schl) School District,0
491,Joseph Azevada Elementary School,Alameda,8,4,94538,969750,Fremont Unified School District,95022
492,John Blacow Elementary School,Alameda,5,3,94538,969750,Fremont Unified School District,95022
493,Brier Elementary School,Alameda,6,4,94538,969750,Fremont Unified School District,95022
494,J. Haley Durham Elementary School,Alameda,7,4,94538,969750,Fremont Unified School District,95022
495,Harvey Green Elementary School,Alameda,9,4,94538,969750,Fremont Unified School District,95022
496,E. M. Grimmer Elementary School,Alameda,7,4,94538,969750,Fremont Unified School District,95022
497,O. N. Hirsch Elementary School,Alameda,8,4,94538,969750,Fremont Unified School District,95022
498,John M. Horner Junior High School,Alameda,8,4,94538,969750,Fremont Unified School District,95022
499,Irvington High School,Alameda,9,5,94538,969750,Fremont Unified School District,95022
500,John F. Kennedy High School,Alameda,7,3,94538,969750,Fremont Unified School District,95022
501,Steven Millard Elementary School,Alameda,8,4,94538,969750,Fremont Unified School District,95022
502,Robertson High (Continuation) School,Alameda,0,5,94538,969750,Fremont Unified School District,95022
503,G. M. Walters Junior High School,Alameda,6,4,94538,969750,Fremont Unified School District,95022
504,Vista Alternative School,Alameda,2,5,94538,969750,Fremont Unified School District,95022
505,California School For The Deaf-Fremont,Alameda,1,4,94538,969750,California School For The Deaf-Fremont (State Special Schl) School District,0
506,Fremont Adult,Alameda,0,0,94538,969750,Fremont Unified School District,95022
507,Mission Valley Rocp School,Alameda,0,0,94538,969750,Mission Valley Roc P School District,0
508,Young Adult Program,Alameda,0,0,94538,969750,Fremont Unified School District,95022
509,Joshua Chadbourne Elementary School,Alameda,9,4,94539,1504500,Fremont Unified School District,95022
510,John Gomes Elementary School,Alameda,9,4,94539,1504500,Fremont Unified School District,95022
511,William Hopkins Junior High School,Alameda,0,4,94539,1504500,Fremont Unified School District,95022
512,James Leitch Elementary School,Alameda,0,4,94539,1504500,Fremont Unified School District,95022
513,Mission San Jose Elementary School,Alameda,9,4,94539,1504500,Fremont Unified School District,95022
514,Mission San Jose High School,Alameda,10,4,94539,1504500,Fremont Unified School District,95022
515,Mission Valley Elementary School,Alameda,7,4,94539,1504500,Fremont Unified School District,95022
516,Warm Springs Elementary School,Alameda,9,4,94539,1504500,Fremont Unified School District,95022
517,Fred E. Weibel Elementary School,Alameda,7,4,94539,1504500,Fremont Unified School District,95022
518,Bret Harte Middle School,Alameda,3,4,94540,0,Hayward Unified School District,60469
519,Park Elementary School,Alameda,3,3,94540,0,Hayward Unified School District,60469
520,Ruus Elementary School,Alameda,3,4,94540,0,Hayward Unified School District,60469
521,Tyrrell Elementary School,Alameda,3,3,94540,0,Hayward Unified School District,60469
522,Winton Middle School,Alameda,4,3,94540,0,Hayward Unified School District,60469
523,Hayward Adult,Alameda,0,0,94540,0,Hayward Unified School District,60469
524,Highland,Alameda,0,0,94540,0,Hayward Unified School District,60469
525,Brenkwitz High School,Alameda,0,5,94541,624833.3333,Hayward Unified School District,60469
526,Burbank Elementary School,Alameda,5,4,94541,624833.3333,Hayward Unified School District,60469
527,Cherryland Elementary School,Alameda,2,3,94541,624833.3333,Hayward Unified School District,60469
528,East Avenue Elementary School,Alameda,3,4,94541,624833.3333,Hayward Unified School District,60469
529,Fairview Elementary School,Alameda,3,3,94541,624833.3333,Hayward Unified School District,60469
530,Hayward High School,Alameda,4,3,94541,624833.3333,Hayward Unified School District,60469
531,Faith Ringgold School of Arts and Science,Alameda,3,4,94541,624833.3333,Hayward Unified School District,60469
532,Longwood Elementary School,Alameda,2,4,94541,624833.3333,Hayward Unified School District,60469
533,Royal Sunset (Continuation) School,Alameda,0,5,94541,624833.3333,San Lorenzo Unified School District,55708
534,Colonial Acres Elementary School,Alameda,1,4,94541,624833.3333,San Lorenzo Unified School District,55708
535,Lorenzo Manor Elementary School,Alameda,3,4,94541,624833.3333,San Lorenzo Unified School District,55708
536,East Bay Arts High School,Alameda,4,4,94541,624833.3333,San Lorenzo Unified School District,55708
537,Stonebrae Elementary School,Alameda,4,4,94542,955166.6667,Hayward Unified School District,60469
538,Bowman Elementary School,Alameda,2,4,94544,654250,Hayward Unified School District,60469
539,Cesar Chavez Middle School,Alameda,2,4,94544,654250,Hayward Unified School District,60469
540,Eldridge Elementary School,Alameda,5,4,94544,654250,Hayward Unified School District,60469
541,Glassbrook Elementary School,Alameda,2,3,94544,654250,Hayward Unified School District,60469
542,Harder Elementary School,Alameda,2,3,94544,654250,Hayward Unified School District,60469
543,Schafer Park Elementary School,Alameda,5,3,94544,654250,Hayward Unified School District,60469
544,Tennyson High School,Alameda,2,3,94544,654250,Hayward Unified School District,60469
545,Treeview Elementary,Alameda,3,4,94544,654250,Hayward Unified School District,60469
546,Hillview Crest Elementary School,Alameda,3,3,94544,654250,New Haven Unified School District,85751
547,Alameda County Community,Alameda,0,5,94544,654250,Alameda City Unified School District,73503
548,Core Learning Academy At Conley-Caraballo High,Alameda,0,5,94544,654250,New Haven Unified School District,85751
549,Alternative Learning Academy At Conley-Caraballo High,Alameda,0,5,94544,654250,New Haven Unified School District,85751
550,Lorin A. Eden Elementary School,Alameda,3,4,94545,699250,Hayward Unified School District,60469
551,Eden Gardens Elementary School,Alameda,4,4,94545,699250,Hayward Unified School District,60469
552,"Martin Luther King, Jr. Middle School",Alameda,6,4,94545,699250,Hayward Unified School District,60469
553,Mount Eden High School,Alameda,6,3,94545,699250,Hayward Unified School District,60469
554,Anthony W. Ochoa Middle School,Alameda,5,4,94545,699250,Hayward Unified School District,60469
555,Palma Ceia Elementary School,Alameda,6,3,94545,699250,Hayward Unified School District,60469
556,Southgate Elementary School,Alameda,7,4,94545,699250,Hayward Unified School District,60469
557,Eden Area Rop School,Alameda,0,0,94545,699250,Eden Area Rop School District,0
558,Castro Valley Elementary School,Alameda,6,4,94546,781083.3333,Castro Valley Unified School District,87016
559,Castro Valley High School,Alameda,9,4,94546,781083.3333,Castro Valley Unified School District,87016
560,Chabot Elementary School,Alameda,8,5,94546,781083.3333,Castro Valley Unified School District,87016
561,Creekside Middle School,Alameda,7,5,94546,781083.3333,Castro Valley Unified School District,87016
562,Marshall Elementary School,Alameda,8,5,94546,781083.3333,Castro Valley Unified School District,87016
563,Proctor Elementary School,Alameda,9,4,94546,781083.3333,Castro Valley Unified School District,87016
564,Redwood Continuation High School,Alameda,0,4,94546,781083.3333,Castro Valley Unified School District,87016
565,Stanton Elementary School,Alameda,6,4,94546,781083.3333,Castro Valley Unified School District,87016
566,Vannoy Elementary School,Alameda,7,5,94546,781083.3333,Castro Valley Unified School District,87016
567,Strobridge Elementary School,Alameda,2,3,94546,781083.3333,Hayward Unified School District,60469
568,Roy A. Johnson High School,Alameda,0,5,94546,781083.3333,Castro Valley Unified School District,87016
569,Castro Valley Adult And Career Education,Alameda,0,0,94546,781083.3333,Castro Valley Unified School District,87016
570,Castro Valley Virtual Academy,Alameda,0,0,94546,781083.3333,Castro Valley Unified School District,87016
571,Hanna Ranch Elementary School,Contra Costa,5,4,94547,591750,West Contra Costa Unified School District,63932
572,Lupine Hills Elementary School,Contra Costa,3,3,94547,591750,West Contra Costa Unified School District,63932
573,Ohlone Elementary School,Contra Costa,6,3,94547,591750,West Contra Costa Unified School District,63932
574,Hercules High School,Contra Costa,5,3,94547,591750,West Contra Costa Unified School District,63932
575,Hercules Middle School,Contra Costa,5,3,94547,591750,West Contra Costa Unified School District,63932
576,Knightsen Elementary School,Contra Costa,3,5,94548,0,Knightsen Elementary School District,68250
577,Acalanes High School,Contra Costa,10,4,94549,1404166.667,Acalanes Union High School District,96950
578,Burton Valley Elementary School,Contra Costa,10,4,94549,1404166.667,Lafayette Elementary School District,125896
579,Happy Valley Elementary School,Contra Costa,10,4,94549,1404166.667,Lafayette Elementary School District,125896
580,Lafayette Elementary School,Contra Costa,10,5,94549,1404166.667,Lafayette Elementary School District,125896
581,Springhill Elementary School,Contra Costa,9,4,94549,1404166.667,Lafayette Elementary School District,125896
582,M. H. Stanley Middle School,Contra Costa,10,4,94549,1404166.667,Lafayette Elementary School District,125896
583,Arroyo Seco Elementary School,Alameda,6,4,94550,843500,Livermore Valley Joint Unified School District,95968
584,East Avenue Middle School,Alameda,6,4,94550,843500,Livermore Valley Joint Unified School District,95968
585,Granada High School,Alameda,8,4,94550,843500,Livermore Valley Joint Unified School District,95968
586,Jackson Avenue Elementary School,Alameda,6,4,94550,843500,Livermore Valley Joint Unified School District,95968
587,William Mendenhall Middle School,Alameda,8,4,94550,843500,Livermore Valley Joint Unified School District,95968
588,Joe Michell K-8 School,Alameda,6,4,94550,843500,Livermore Valley Joint Unified School District,95968
589,Emma C. Smith Elementary School,Alameda,8,4,94550,843500,Livermore Valley Joint Unified School District,95968
590,Vineyard Alternative School,Alameda,0,5,94550,843500,Livermore Valley Joint Unified School District,95968
591,Livermore Adult,Alameda,0,0,94550,843500,Livermore Valley Joint Unified School District,95968
592,Andrew N. Christensen Middle School,Alameda,7,4,94551,735500,Livermore Valley Joint Unified School District,95968
593,Leo R. Croce Elementary School,Alameda,4,4,94551,735500,Livermore Valley Joint Unified School District,95968
594,Marylin Avenue Elementary School,Alameda,4,4,94551,735500,Livermore Valley Joint Unified School District,95968
595,Junction Avenue K-8 School,Alameda,4,5,94551,735500,Livermore Valley Joint Unified School District,95968
596,Rancho Las Positas Elementary School,Alameda,6,5,94551,735500,Livermore Valley Joint Unified School District,95968
597,Altamont Creek Elementary School,Alameda,7,4,94551,735500,Livermore Valley Joint Unified School District,95968
598,Lawrence Elementary,Alameda,0,0,94551,735500,Livermore Valley Joint Unified School District,95968
599,Canyon Middle School,Alameda,7,4,94552,1058750,Castro Valley Unified School District,87016
600,Independent Elementary School,Alameda,8,5,94552,1058750,Castro Valley Unified School District,87016
601,Jensen Ranch Elementary School,Alameda,9,5,94552,1058750,Castro Valley Unified School District,87016
